,Word,V,A,D
9721,radial,4.71,3.61,5.06
9722,radiant,7.29,5.03,6.54
9723,radiate,6.9,4.81,5.43
9724,radiation,3.32,4.56,4.06
9725,radiator,4.55,3.67,5.19
9726,radical,4.36,5.27,5.21
9727,radio,6.0,3.84,6.27
9728,radioactive,3.47,5.64,3.27
9729,radioactivity,3.12,6.09,2.6
9730,radiologist,5.45,4.55,5.43
9731,radiology,4.89,4.27,5.05
9732,radish,4.7,3.71,5.41
9733,radium,4.37,5.29,4.43
9734,radius,5.3,4.55,5.06
9735,raffle,5.37,5.05,4.29
9736,raft,5.7,4.55,5.76
9737,rag,4.21,2.65,4.45
9738,rage,2.5,6.62,4.17
9739,ragged,4.2,5.2,4.96
9740,raggedy,3.27,4.65,4.83
9741,raging,3.25,5.38,4.16
9742,ragtime,5.45,3.73,6.36
9743,raid,3.35,5.62,3.91
9744,raider,4.43,4.4,4.37
9745,rail,5.1,2.62,5.5
9746,railing,4.67,3.17,5.5
9747,railroad,5.68,3.95,5.29
9748,railway,5.42,3.25,5.0
9749,rain,6.58,3.29,4.25
9750,rainbow,7.3,3.94,6.11
9751,raincoat,5.63,3.48,5.42
9752,rainforest,7.11,3.4,5.05
9753,rainmaker,6.1,4.43,5.43
9754,rainstorm,5.75,4.96,4.29
9755,rainy,5.55,4.33,4.44
9756,raise,7.22,5.1,5.44
9757,raisin,6.05,3.65,5.73
9758,rake,4.75,4.22,5.24
9759,rally,4.71,5.35,5.62
9760,ram,4.37,4.5,5.27
9761,ramble,4.32,5.0,5.89
9762,rambling,3.58,4.04,4.68
9763,ramp,4.95,4.09,5.6
9764,rampage,4.21,7.57,4.43
9765,rampant,4.4,4.5,4.5
9766,rampart,5.0,3.95,5.15
9767,ramrod,4.57,3.61,5.17
9768,ranch,5.91,5.3,5.68
9769,rancher,5.95,4.32,6.04
9770,rancid,2.38,5.16,4.07
9771,random,5.37,4.15,4.71
9772,range,5.11,3.9,5.57
9773,ranger,5.79,3.5,6.0
9774,rank,5.26,3.67,5.57
9775,ranking,5.42,3.86,6.21
9776,ransom,2.32,4.45,2.43
9777,rant,3.43,5.23,4.45
9778,rap,5.6,4.3,4.82
9779,rape,1.54,7.24,2.47
9780,rapid,4.57,6.45,5.24
9781,rapist,1.3,6.33,2.21
9782,rapper,4.9,3.61,4.77
9783,rapport,6.26,3.73,5.61
9784,raptor,5.05,5.7,5.09
9785,rapture,5.3,4.86,4.04
9786,rare,6.05,5.1,5.08
9787,rarity,6.48,4.05,5.18
9788,rascal,4.6,4.5,4.12
9789,rash,3.15,3.82,3.0
9790,raspberry,7.3,3.71,6.33
9791,rat,3.21,5.9,3.35
9792,ratchet,4.8,4.11,5.45
9793,rate,5.68,4.17,5.0
9794,rating,4.64,4.77,6.37
9795,ratio,4.68,3.11,4.79
9796,ration,4.73,3.9,4.59
9797,rational,5.85,4.26,6.19
9798,rationalize,5.47,3.59,6.43
9799,rationing,4.11,3.62,5.3
9800,rattle,4.47,4.48,4.81
9801,rattler,3.4,6.3,5.04
9802,rattlesnake,3.37,5.33,3.93
9803,ratty,3.0,3.82,4.78
9804,ravage,3.95,5.67,4.75
9805,rave,5.68,4.77,5.83
9806,raven,5.11,4.33,5.12
9807,ravenous,4.95,4.9,4.09
9808,ravine,5.21,4.65,4.75
9809,ravioli,5.95,3.39,5.73
9810,ravishing,7.41,6.14,5.9
9811,raw,4.37,5.14,4.79
9812,rawhide,4.8,4.36,4.56
9813,razor,4.9,4.23,5.93
9814,reach,5.78,3.35,5.72
9815,react,5.15,5.48,6.12
9816,reaction,4.68,3.95,6.3
9817,reactive,5.2,4.64,5.0
9818,reactor,4.47,4.42,4.52
9819,read,6.73,3.7,6.11
9820,reader,6.52,4.45,6.95
9821,readiness,6.24,3.92,6.0
9822,readout,4.95,3.24,5.67
9823,ready,6.64,3.9,6.06
9824,real,7.09,4.05,5.89
9825,realism,6.24,4.28,6.11
9826,realist,5.53,4.25,5.58
9827,realistic,5.89,4.09,6.77
9828,reality,5.73,4.1,7.26
9829,realization,6.42,3.67,5.68
9830,realize,6.44,3.24,6.94
9831,realm,5.39,4.0,5.65
9832,realtor,4.42,4.14,6.11
9833,realty,4.95,3.0,5.18
9834,reap,5.23,4.68,6.57
9835,reaper,3.41,5.05,4.24
9836,rear,4.68,3.86,5.61
9837,rearrange,5.52,3.19,6.41
9838,reason,6.27,3.33,6.11
9839,reasonable,6.84,3.0,5.88
9840,reasoning,6.25,5.68,6.64
9841,reassign,4.75,3.67,4.94
9842,reassignment,4.35,3.25,4.05
9843,reassurance,6.05,3.55,5.91
9844,reassure,6.55,3.7,6.07
9845,rebel,4.37,5.29,5.2
9846,rebellion,4.79,5.09,4.83
9847,rebellious,3.89,6.45,5.46
9848,rebirth,6.3,4.52,5.79
9849,reboot,5.38,5.1,5.72
9850,reborn,5.59,4.89,5.3
9851,rebound,5.09,4.67,5.33
9852,rebuild,6.38,4.43,5.29
9853,rebuttal,4.42,4.6,6.13
9854,recall,4.77,4.48,5.78
9855,recant,3.89,4.5,5.29
9856,recap,5.33,3.26,5.15
9857,recapture,4.9,5.32,5.62
9858,receipt,5.41,4.5,5.38
9859,receive,7.14,4.3,6.79
9860,receiver,4.9,3.89,6.0
9861,recent,5.42,3.82,4.86
9862,receptacle,5.24,3.1,5.64
9863,reception,6.0,4.05,6.08
9864,receptionist,5.37,3.09,5.58
9865,receptive,6.32,3.9,5.46
9866,receptor,5.63,3.36,6.11
9867,recess,6.57,4.15,5.32
9868,recession,2.68,4.7,3.0
9869,recharge,6.32,4.81,6.3
9870,recheck,4.95,4.95,5.38
9871,recipe,6.85,4.45,7.05
9872,recipient,5.68,5.53,4.81
9873,reciprocal,4.95,3.28,4.67
9874,reciprocate,6.6,3.71,5.96
9875,recital,4.7,4.2,5.23
9876,recitation,4.55,3.33,5.33
9877,recite,5.45,3.29,5.32
9878,reckless,3.09,5.18,4.4
9879,reckon,5.25,2.86,4.88
9880,reckoning,4.9,5.22,5.46
9881,reclaim,5.55,4.52,5.77
9882,reclining,6.67,2.38,5.5
9883,recluse,3.71,3.05,4.57
9884,recognition,6.68,4.45,7.0
9885,recognizable,6.32,4.59,6.5
9886,recognize,6.14,4.2,7.11
9887,recoil,4.8,4.63,4.31
9888,recollect,5.05,3.05,5.75
9889,recollection,5.29,3.55,5.5
9890,recommend,6.52,3.71,6.3
9891,recommendation,6.1,3.0,6.22
9892,recon,4.68,4.71,5.3
9893,reconcile,6.84,4.0,5.63
9894,reconciliation,5.47,4.05,6.32
9895,reconfigure,4.85,3.52,5.4
9896,reconnaissance,5.52,4.21,5.32
9897,reconnect,6.37,4.05,6.08
9898,reconsider,5.74,3.55,5.25
9899,reconstruct,5.7,3.95,6.08
9900,reconstruction,4.79,4.86,5.91
9901,reconstructive,5.05,4.73,5.86
9902,reconvene,4.95,4.05,4.83
9903,record,5.89,3.3,5.5
9904,recorder,5.53,3.32,6.27
9905,recording,5.22,3.53,5.59
9906,recount,4.89,4.1,5.22
9907,recourse,5.38,4.15,5.71
9908,recover,6.4,4.42,5.91
9909,recovery,6.43,4.12,6.37
9910,recreate,6.0,3.65,5.77
9911,recreation,6.7,4.33,7.18
9912,recreational,6.76,4.9,6.16
9913,recruit,4.53,4.77,6.0
9914,recruiter,5.56,4.17,4.16
9915,recruitment,4.81,4.0,4.5
9916,rectal,2.9,4.41,4.44
9917,rectangular,5.25,2.7,5.5
9918,rectify,5.6,3.57,5.81
9919,rectory,4.14,3.91,5.05
9920,rectum,3.23,4.18,5.42
9921,recurring,4.42,3.43,4.74
9922,recycle,6.14,3.75,6.14
9923,recycled,5.26,3.67,5.25
9924,recycling,6.25,3.52,6.6
9925,red,5.67,5.02,5.2
9926,redecorate,6.24,3.0,6.33
9927,redeem,5.95,4.2,5.35
9928,redemption,6.33,3.68,6.44
9929,redesign,5.76,4.54,5.94
9930,redhead,6.71,3.91,5.52
9931,redheaded,6.67,3.95,5.62
9932,redirect,4.28,3.05,4.89
9933,redneck,4.4,4.5,5.05
9934,redo,4.68,4.85,4.3
9935,reduce,5.1,3.67,4.92
9936,reduction,5.0,3.0,5.25
9937,redundancy,3.86,3.35,5.42
9938,redundant,4.1,3.05,4.23
9939,redwood,5.68,3.15,4.9
9940,Reebox,5.4,2.88,4.41
9941,reef,5.63,3.67,5.29
9942,reefer,4.42,5.29,5.65
9943,reek,2.32,4.86,4.86
9944,reel,5.5,3.44,5.05
9945,reelection,5.35,4.32,5.59
9946,reenactment,5.45,4.14,5.7
9947,reentry,4.67,3.57,6.78
9948,reestablish,6.14,4.0,6.18
9949,ref,5.35,3.38,4.55
9950,refer,5.18,4.09,5.58
9951,referee,5.1,3.65,5.09
9952,reference,5.63,3.41,5.38
9953,referral,5.52,4.52,5.64
9954,refill,5.48,3.52,6.8
9955,refine,5.17,3.6,7.19
9956,refined,6.11,3.95,6.67
9957,refinement,6.05,3.78,5.54
9958,refinery,4.76,3.61,4.24
9959,reflect,6.1,3.35,6.72
9960,reflection,5.7,4.1,5.65
9961,reflective,5.57,3.38,6.84
9962,reflex,5.24,4.7,4.09
9963,reform,5.05,4.78,5.57
9964,refrain,5.3,3.47,5.23
9965,refresh,6.62,2.77,6.0
9966,refreshing,7.05,4.0,6.3
9967,refreshment,6.82,4.22,6.59
9968,refrigerator,5.76,3.25,5.82
9969,refuel,5.5,4.84,6.75
9970,refuge,5.95,3.36,4.74
9971,refugee,4.68,4.29,3.86
9972,refund,7.0,4.96,6.45
9973,refusal,2.95,3.0,4.91
9974,refuse,3.42,4.32,4.5
9975,refute,4.37,4.55,4.96
9976,regain,6.25,3.05,6.08
9977,regal,5.9,3.25,4.38
9978,regard,5.7,3.39,6.38
9979,regatta,4.9,3.26,5.1
9980,regenerate,5.76,4.65,5.95
9981,regeneration,6.0,5.0,6.35
9982,reggae,5.19,5.0,6.24
9983,regime,4.17,3.89,4.56
9984,regimen,5.32,3.71,5.6
9985,regiment,5.16,3.0,5.83
9986,regimental,5.1,3.45,5.15
9987,region,5.21,3.24,6.04
9988,regional,4.95,4.95,5.08
9989,register,5.43,3.14,5.29
9990,registrar,5.37,3.27,4.79
9991,registration,4.79,3.09,5.32
9992,registry,4.68,3.52,6.05
9993,regression,3.48,3.74,4.4
9994,regret,3.41,4.9,5.63
9995,regretful,3.1,4.56,4.09
9996,regrettable,3.53,5.0,4.43
9997,regroup,4.7,4.09,6.28
9998,regular,6.09,3.65,6.74
9999,regulate,5.16,3.95,5.59
10000,regulation,4.15,3.45,4.24
10001,regulator,4.9,3.79,5.69
10002,rehab,3.19,4.38,5.17
10003,rehabilitate,6.32,4.67,4.86
10004,rehabilitation,5.24,4.24,5.26
10005,rehash,4.25,3.79,5.35
10006,rehearsal,6.1,4.84,5.62
10007,rehearse,5.42,4.2,6.67
10008,reign,5.4,4.17,5.59
10009,reigning,5.25,4.3,5.57
10010,reimburse,6.24,5.29,5.85
10011,rein,4.79,2.77,4.09
10012,reincarnation,5.56,4.8,4.04
10013,reindeer,6.62,3.59,5.5
10014,reinforce,5.53,3.96,4.94
10015,reinforcement,5.0,4.3,5.8
10016,reins,5.11,3.2,5.8
10017,reinstate,5.11,3.33,5.25
10018,reiterate,4.9,3.62,6.2
10019,reject,2.95,4.78,3.46
10020,rejected,2.4,4.7,2.43
10021,rejection,2.6,5.05,3.91
10022,rejoice,7.14,5.56,7.68
10023,rejoin,5.85,3.26,5.72
10024,rekindle,6.19,4.35,6.17
10025,relapse,2.91,4.05,3.62
10026,relate,6.05,3.64,6.0
10027,relation,5.84,4.36,5.75
10028,relationship,7.83,5.0,5.83
10029,relative,5.9,3.86,4.81
10030,relativity,5.8,3.38,5.28
10031,relax,7.82,2.38,6.94
10032,relaxation,8.0,3.15,7.12
10033,relaxed,7.25,2.49,7.09
10034,relaxing,8.19,4.29,7.33
10035,relay,4.86,4.25,5.81
10036,release,6.64,4.55,6.37
10037,relentless,5.0,4.74,5.88
10038,relevance,5.7,4.84,5.73
10039,relevant,5.84,2.95,5.74
10040,reliable,7.3,3.76,6.72
10041,relic,6.0,4.0,5.7
10042,relief,6.63,4.42,5.64
10043,relieve,7.25,3.9,6.62
10044,religion,5.42,5.0,4.42
10045,religious,5.2,4.63,6.23
10046,relinquish,3.74,4.5,4.42
10047,relish,4.55,4.45,5.56
10048,relive,5.89,4.22,5.47
10049,reload,5.13,4.27,5.95
10050,relocate,4.05,4.38,5.3
10051,relocation,4.63,4.2,5.17
10052,reluctance,4.05,4.42,4.32
10053,reluctant,3.76,3.6,5.16
10054,rely,5.76,3.8,5.05
10055,remain,5.68,3.2,6.58
10056,remainder,5.63,4.18,5.27
10057,remaining,5.2,3.57,4.76
10058,remake,4.53,3.16,5.84
10059,remark,5.05,3.0,6.3
10060,remarkable,7.18,4.3,5.64
10061,remarry,5.52,4.58,5.7
10062,rematch,5.95,4.82,6.57
10063,remedial,4.05,3.4,4.5
10064,remedy,6.62,4.33,6.82
10065,remember,6.5,3.14,6.31
10066,remembrance,5.57,4.35,6.38
10067,remind,4.81,4.2,6.47
10068,reminder,6.0,3.48,6.33
10069,reminisce,6.67,4.09,6.04
10070,reminiscent,6.11,3.62,6.04
10071,remiss,4.29,3.0,5.4
10072,remission,5.19,3.65,4.1
10073,remodel,5.59,3.95,6.45
10074,remorse,3.63,4.29,4.57
10075,remote,5.42,3.5,5.54
10076,removal,4.26,3.86,4.91
10077,remove,4.21,3.11,4.56
10078,remover,4.67,3.0,5.42
10079,renal,4.0,3.77,4.42
10080,render,4.86,4.16,5.36
10081,rendezvous,6.3,5.1,6.17
10082,rendition,5.11,3.6,5.3
10083,renegade,4.53,4.86,5.53
10084,renegotiate,5.9,3.7,5.42
10085,renew,6.0,4.14,6.44
10086,renewal,5.86,5.23,6.14
10087,renounce,4.26,4.95,5.13
10088,renovation,5.63,4.67,6.05
10089,renown,5.83,2.95,5.83
10090,renowned,6.0,3.25,5.24
10091,rent,4.41,4.25,5.68
10092,rental,4.58,3.73,5.14
10093,reopen,5.75,4.14,5.68
10094,reorganize,5.67,4.16,6.22
10095,rep,4.86,3.95,5.2
10096,repaint,4.62,3.35,6.18
10097,repair,4.89,3.38,5.78
10098,repairman,5.0,3.83,5.18
10099,repay,5.18,3.65,5.94
10100,repeat,4.64,3.7,6.21
10101,repel,3.67,4.43,4.75
10102,repellent,4.73,4.65,5.37
10103,repent,4.4,4.25,4.41
10104,repentance,6.0,4.04,5.65
10105,repentant,4.95,3.98,5.13
10106,repertoire,5.47,3.27,5.96
10107,repetition,4.64,4.24,5.0
10108,repetitive,4.05,3.91,4.89
10109,rephrase,5.0,2.65,6.09
10110,replace,5.56,3.41,5.61
10111,replacement,5.45,4.24,4.84
10112,replay,5.74,4.05,5.47
10113,replenish,6.9,3.5,6.36
10114,replica,5.4,3.5,4.86
10115,replicate,4.95,3.9,5.96
10116,reply,6.15,3.44,6.79
10117,report,4.77,3.52,4.94
10118,reporter,4.57,3.17,5.17
10119,repose,5.0,2.48,5.68
10120,reposition,5.05,3.6,4.55
10121,repossess,3.0,4.33,4.2
10122,reprehensible,4.43,3.96,3.5
10123,represent,5.43,3.86,6.12
10124,representation,4.86,4.36,5.8
10125,representative,5.26,3.73,6.05
10126,Representative,4.32,4.23,4.68
10127,repressed,3.47,3.24,4.35
10128,repression,2.81,4.15,4.14
10129,reprieve,4.95,3.92,5.67
10130,reprimand,2.67,4.86,3.32
10131,reproach,5.26,4.3,5.11
10132,reproduce,5.63,4.61,4.88
10133,reproduction,6.67,4.71,5.45
10134,reproductive,5.68,4.83,4.74
10135,reprogram,5.52,3.71,6.0
10136,reptile,4.58,5.89,4.55
10137,republic,4.8,3.48,5.16
10138,republican,4.26,3.11,5.4
10139,repugnant,2.83,3.64,4.04
10140,repulsive,1.95,5.12,3.59
10141,reputable,6.47,3.52,5.53
10142,reputation,5.63,5.0,5.58
10143,reputed,4.9,3.68,5.52
10144,request,5.85,4.45,5.67
10145,require,4.74,4.33,4.79
10146,requirement,5.1,3.27,4.3
10147,requisition,4.71,4.5,5.48
10148,reread,5.18,3.68,5.4
10149,reroute,3.78,3.0,4.0
10150,rerun,4.63,3.48,4.74
10151,reschedule,3.72,2.95,4.79
10152,rescind,3.81,3.87,4.81
10153,rescue,7.04,5.0,5.94
10154,research,6.5,4.8,7.16
10155,researcher,5.7,2.86,5.81
10156,resemblance,5.68,3.58,4.85
10157,resemble,5.9,3.77,6.12
10158,resent,3.28,4.05,4.21
10159,resentful,3.0,4.35,4.12
10160,resentment,3.0,5.19,4.05
10161,reservation,5.0,4.24,5.0
10162,reserve,6.14,4.16,5.56
10163,reserved,5.63,2.79,5.39
10164,reservoir,5.37,3.22,5.0
10165,reset,4.65,3.17,5.86
10166,reside,5.57,3.43,5.69
10167,residence,6.74,3.17,5.0
10168,residency,5.37,3.43,5.96
10169,residential,6.05,3.27,5.82
10170,residual,5.09,3.19,4.23
10171,residue,3.95,3.39,4.5
10172,resign,4.17,3.88,6.0
10173,resignation,4.19,4.7,5.19
10174,resilient,5.71,4.65,5.52
10175,resin,4.84,3.68,4.8
10176,resist,3.95,3.6,6.11
10177,resistance,3.74,5.23,3.92
10178,resistant,3.86,4.0,4.75
10179,resolute,5.95,2.86,5.92
10180,resolution,6.0,3.7,6.42
10181,resolve,5.85,2.65,6.92
10182,resonance,5.9,4.45,5.43
10183,resort,7.76,4.16,6.09
10184,resounding,5.7,4.33,5.48
10185,resource,5.63,3.71,6.17
10186,resourceful,7.25,4.0,6.48
10187,respect,6.79,4.79,7.26
10188,respectability,6.26,4.24,6.41
10189,respectable,6.55,4.05,7.3
10190,respectful,7.45,3.32,6.74
10191,respective,5.9,3.76,6.42
10192,respiration,6.14,4.29,5.91
10193,respirator,3.11,3.73,2.93
10194,respiratory,4.45,3.77,5.75
10195,respite,5.76,3.68,5.62
10196,respond,5.71,3.09,6.0
10197,response,5.95,3.56,6.05
10198,responsibility,4.68,5.3,6.79
10199,responsible,6.28,3.0,7.39
10200,responsive,6.1,4.9,5.54
10201,rest,7.86,2.29,5.78
10202,restart,4.4,4.55,6.63
10203,restaurant,6.95,4.19,5.82
10204,restful,6.05,2.58,6.0
10205,restitution,5.81,4.1,5.57
10206,restless,3.63,4.05,4.35
10207,restock,4.84,3.27,4.74
10208,restoration,5.8,3.76,6.26
10209,restore,5.86,4.1,6.76
10210,restrain,4.42,4.7,4.43
10211,restraining,3.53,4.67,5.32
10212,restraint,3.47,4.05,4.45
10213,restrict,3.48,4.35,3.52
10214,restricted,3.83,4.59,3.43
10215,restriction,4.0,4.58,3.48
10216,restroom,4.47,4.09,5.12
10217,result,6.11,4.14,6.13
10218,resume,4.89,3.67,5.04
10219,resurrect,6.41,4.76,4.27
10220,resuscitate,5.65,4.62,5.91
10221,resuscitation,4.89,4.54,5.5
10222,retail,5.0,3.62,6.12
10223,retain,6.25,2.76,5.76
10224,retainer,4.19,3.14,4.64
10225,retake,4.05,3.43,5.26
10226,retaliate,3.55,5.05,4.58
10227,retaliation,3.0,5.17,5.43
10228,retard,3.28,3.83,3.12
10229,retarded,2.25,5.43,4.16
10230,rethink,5.33,3.53,5.88
10231,retina,5.86,4.7,4.56
10232,retinal,4.32,3.65,4.71
10233,retire,6.4,2.91,5.71
10234,retirement,6.6,4.09,5.62
10235,retrace,4.75,3.75,5.45
10236,retract,5.38,3.5,4.86
10237,retraction,4.63,4.45,4.7
10238,retractor,4.95,2.81,4.74
10239,retreat,4.92,4.12,4.68
10240,retrial,3.95,5.06,4.65
10241,retribution,3.39,4.35,4.7
10242,retrieval,5.45,3.24,5.52
10243,retrieve,6.16,4.45,5.83
10244,retriever,5.26,4.27,6.3
10245,retro,5.6,4.0,5.76
10246,retroactive,4.77,3.92,5.22
10247,retrospect,5.76,3.23,4.86
10248,return,5.95,3.29,5.71
10249,reunion,6.37,4.61,5.76
10250,reunite,6.86,5.05,6.37
10251,rev,5.36,4.3,5.26
10252,reveal,5.86,4.14,6.5
10253,revel,5.4,4.05,5.57
10254,revelation,5.94,3.85,5.6
10255,revenge,2.75,6.14,5.72
10256,revenue,7.0,4.78,5.68
10257,reverence,6.11,3.25,5.08
10258,reverend,5.42,2.4,5.0
10259,reverent,5.44,3.88,4.93
10260,reversal,4.86,3.91,6.0
10261,reverse,5.2,3.73,6.08
10262,revert,4.95,3.55,5.26
10263,review,5.09,3.77,6.04
10264,reviewer,5.16,2.95,5.05
10265,revise,5.26,3.52,5.95
10266,revision,4.62,4.19,6.23
10267,revisit,5.81,3.9,5.84
10268,revival,6.38,4.31,5.42
10269,revive,6.53,3.92,6.11
10270,revoke,2.95,5.0,5.0
10271,revolt,4.0,4.36,4.97
10272,revolting,2.47,5.9,3.95
10273,revolution,4.81,5.68,5.23
10274,revolutionary,6.21,4.86,5.11
10275,revolutionize,5.65,5.28,5.45
10276,revolve,6.37,4.35,4.67
10277,revolver,3.3,6.29,4.39
10278,revolving,5.0,4.41,5.26
10279,revue,5.32,3.5,4.94
10280,reward,7.47,5.58,6.33
10281,rewarding,6.75,5.65,6.58
10282,rewind,5.58,4.13,5.58
10283,rewire,5.67,3.73,4.9
10284,rewrite,4.2,3.78,5.75
10285,rhapsody,6.63,4.7,5.05
10286,rhetoric,4.6,3.9,4.68
10287,rhetorical,5.05,3.74,5.12
10288,rhinestone,5.42,3.45,4.71
10289,rhino,6.25,4.1,5.17
10290,rhinoceros,6.0,4.47,4.4
10291,rhubarb,6.45,4.3,5.73
10292,rhyme,6.58,3.59,6.09
10293,rhythm,6.42,5.14,7.0
10294,rhythmic,6.3,5.05,6.26
10295,rib,6.1,2.29,5.0
10296,ribbon,6.7,3.63,5.31
10297,rice,5.7,3.0,5.5
10298,rich,6.83,6.81,6.83
10299,riches,7.1,5.42,6.1
10300,rickety,3.52,5.35,4.15
10301,rickshaw,5.63,4.3,5.32
10302,ricochet,4.75,5.05,4.3
10303,rid,3.67,4.38,5.06
10304,riddance,4.79,4.5,4.77
10305,riddle,6.3,4.48,4.39
10306,ride,6.27,5.1,5.28
10307,rider,5.36,4.41,5.37
10308,ridge,4.62,3.52,5.28
10309,ridicule,2.95,5.53,4.15
10310,ridiculous,3.67,5.65,3.78
10311,rife,3.32,3.4,5.4
10312,riff,4.63,4.71,4.88
10313,riffraff,4.05,4.57,4.21
10314,rifle,4.3,6.14,5.28
10315,rifleman,4.25,5.1,3.84
10316,rift,3.84,4.57,5.26
10317,rig,4.32,4.52,5.39
10318,right,7.32,5.0,7.16
10319,righteous,6.0,3.32,5.59
10320,righteousness,5.18,5.0,6.05
10321,rightful,6.0,3.45,6.9
10322,righty,5.33,3.62,5.56
10323,rigid,3.47,4.81,4.83
10324,rigor,4.81,5.05,5.48
10325,rigorous,4.81,5.81,6.18
10326,rim,4.6,3.72,5.04
10327,ring,7.09,4.43,5.44
10328,ringer,4.95,4.24,5.56
10329,ringleader,4.1,5.2,5.56
10330,ringmaster,5.53,4.35,6.3
10331,ringside,5.3,4.29,5.72
10332,rink,5.67,3.32,4.62
10333,rinse,5.47,2.76,6.92
10334,riot,3.15,6.19,3.25
10335,rioting,3.42,5.32,3.29
10336,rip,3.28,5.26,4.12
10337,ripe,5.57,4.78,5.72
10338,ripper,3.11,5.1,4.48
10339,ripple,6.17,3.2,5.08
10340,rippling,4.91,4.41,5.1
10341,rise,5.73,5.3,7.16
10342,risk,5.17,6.43,3.89
10343,risky,3.85,5.91,4.42
10344,risotto,5.84,3.81,6.13
10345,rite,5.58,3.9,5.41
10346,ritual,4.52,4.1,5.0
10347,ritualistic,4.73,4.58,5.79
10348,rival,4.58,4.81,4.74
10349,rivalry,4.57,5.05,5.64
10350,river,6.72,4.22,4.89
10351,riverbank,6.58,3.96,4.68
10352,riverbed,5.9,3.64,5.05
10353,riverboat,6.09,5.37,5.62
10354,riveting,5.95,4.88,5.47
10355,roach,2.19,5.26,3.33
10356,road,5.59,3.81,6.0
10357,roadblock,3.55,3.86,3.12
10358,roadhouse,5.62,3.61,5.06
10359,roadie,5.37,4.63,5.3
10360,roadrunner,5.45,5.16,4.95
10361,roadside,4.65,4.05,6.05
10362,roam,4.89,4.2,6.42
10363,roar,5.37,6.15,5.88
10364,roast,5.74,4.05,5.65
10365,roasted,5.6,4.0,5.29
10366,rob,2.1,5.54,3.57
10367,robber,2.9,6.2,3.92
10368,robbery,2.76,6.32,2.67
10369,robe,5.53,3.1,5.7
10370,robin,6.63,2.64,4.35
10371,robot,6.18,4.43,5.14
10372,robotic,5.05,4.6,4.29
10373,robotics,4.95,4.55,5.65
10374,robust,6.1,5.24,5.76
10375,rock,5.72,3.14,5.26
10376,rocker,5.65,5.67,6.0
10377,rocket,5.8,5.04,5.57
10378,rod,4.95,3.05,5.19
10379,rodent,3.56,3.83,4.06
10380,rodeo,4.57,5.19,5.08
10381,roe,4.18,4.04,5.32
10382,rogue,3.89,5.04,4.63
10383,role,5.1,4.4,5.36
10384,roll,5.72,3.9,5.11
10385,roller,5.35,3.15,4.95
10386,rollercoaster,6.75,6.64,3.78
10387,roman,5.55,4.36,5.78
10388,romance,7.28,6.06,5.0
10389,romantic,7.61,5.12,6.45
10390,romp,6.79,5.8,5.61
10391,roof,4.48,3.4,7.05
10392,rooftop,5.42,3.44,5.65
10393,rook,5.58,3.41,4.21
10394,rookie,5.25,3.5,3.91
10395,room,5.55,3.1,5.71
10396,roomful,5.8,3.68,5.26
10397,roommate,5.29,4.13,4.52
10398,rooms,5.65,3.48,5.15
10399,roomy,6.6,3.4,6.64
10400,roost,5.16,3.82,5.81
10401,rooster,5.53,4.57,5.09
10402,root,5.33,3.62,6.05
10403,rope,5.05,4.58,5.62
10404,ropes,4.86,3.1,5.5
10405,rosary,5.26,3.36,4.5
10406,rose,7.11,2.8,6.22
10407,rosemary,6.37,3.59,6.19
10408,roster,4.71,3.09,6.12
10409,rot,2.65,4.72,3.54
10410,rotary,4.7,3.5,5.12
10411,rotate,5.24,3.35,5.0
10412,rotation,5.0,4.1,5.43
10413,rotor,3.95,3.25,5.32
10414,rotten,2.43,4.9,3.37
10415,rotunda,5.74,3.05,4.93
10416,rouge,5.55,4.18,5.48
10417,rough,3.68,5.43,4.88
10418,roughneck,3.74,4.64,6.33
10419,roulette,4.37,5.48,3.56
10420,round,5.89,2.5,4.78
10421,roundabout,5.05,3.19,5.48
10422,roundup,4.63,4.0,5.5
10423,rouse,5.24,4.79,4.95
10424,rousing,5.35,5.83,5.56
10425,route,5.86,3.83,5.23
10426,routine,4.95,3.15,6.27
10427,rove,4.6,3.44,5.83
10428,roving,4.89,4.0,4.86
10429,row,5.48,3.39,6.06
10430,rowboat,5.4,2.56,6.05
10431,rowdy,4.16,4.88,4.7
10432,rowing,5.42,3.77,5.87
10433,royal,5.25,4.23,6.32
10434,royalty,5.52,4.32,5.68
10435,rub,6.63,4.35,6.78
10436,rubber,4.37,4.14,5.38
10437,rubbish,3.39,4.1,4.76
10438,rubble,3.65,3.86,4.42
10439,rubdown,6.52,4.24,5.05
10440,ruby,6.79,4.05,6.0
10441,ruckus,4.35,6.27,5.11
10442,rudder,5.11,3.25,5.5
10443,ruddy,4.65,4.33,5.0
10444,rude,2.04,4.7,3.8
10445,rudeness,2.57,6.2,3.62
10446,rudimentary,4.45,3.0,5.28
10447,ruff,4.86,5.04,5.23
10448,ruffian,4.21,5.38,4.39
10449,ruffle,5.19,3.64,5.31
10450,rug,5.0,3.24,5.68
10451,rugby,5.94,4.1,5.61
10452,rugged,5.1,4.1,5.36
10453,ruin,2.32,5.4,5.16
10454,ruination,3.53,4.27,3.74
10455,rule,4.5,3.67,3.61
10456,ruler,5.0,4.47,6.62
10457,ruling,4.22,4.52,5.47
10458,rum,5.57,4.96,6.17
10459,rumba,5.95,4.59,5.29
10460,rumble,5.0,4.5,4.94
