Word,V,A,D
double_back,4.26,3.15,5.3
fill-in,5.849411764705882,3.80764705882353,5.687058823529412
backing,5.540526315789475,3.858947368421054,5.717894736842105
reliever,5.969999999999999,3.7725000000000004,5.671250000000001
patronage,5.199285714285714,3.948571428571429,5.484107142857143
musical_accompaniment,5.465000000000001,3.789999999999999,5.664
backup_man,5.849411764705882,3.80764705882353,5.687058823529412
stand-in,5.849411764705882,3.80764705882353,5.687058823529412
computer_backup,6.204000000000001,4.282,5.85
boondocks,5.0,2.57,5.21
hinterland,5.0,2.57,5.21
back_country,5.0,2.57,5.21
Bacon,7.52,4.16,6.11
Baron_Verulam,7.52,4.16,6.11
Francis_Bacon,7.52,4.16,6.11
Roger_Bacon,7.52,4.16,6.11
Viscount_St._Albans,7.52,4.16,6.11
Sir_Francis_Bacon,7.52,4.16,6.11
1st_Baron_Verulam,7.52,4.16,6.11
bacterium,3.3,4.24,3.44
spoilt,3.966,4.489000000000001,4.595000000000001
speculative,4.184615384615385,4.720769230769232,4.76
uncollectible,3.966,4.489000000000001,4.595000000000001
badly,3.966,4.489000000000001,4.595000000000001
spoiled,3.966,4.489000000000001,4.595000000000001
high-risk,4.033333333333333,4.670000000000001,4.6691666666666665
forged,3.966,4.489000000000001,4.595000000000001
Wisconsinite,3.8774999999999995,5.199999999999999,4.485
Badger,3.8774999999999995,5.199999999999999,4.485
beleaguer,4.989749999999999,4.322999999999999,5.076250000000002
mischievousness,3.8425000000000002,5.1225,4.455
severeness,3.9771428571428564,4.488571428571428,4.732857142857142
naughtiness,3.53,4.906666666666666,4.283333333333333
traveling_bag,5.312777777777778,3.9127777777777775,5.719444444444444
bagful,5.2459999999999996,3.6100000000000003,5.712999999999999
old_bag,5.2459999999999996,3.6100000000000003,5.712999999999999
travelling_bag,5.312777777777778,3.9127777777777775,5.719444444444444
udder,5.2459999999999996,3.6100000000000003,5.712999999999999
cup_of_tea,5.666111111111111,4.098333333333334,5.707777777777778
beigel,6.32,3.6,5.17
loose-fitting,3.752,4.042,4.266
travelling_salesman,4.7,2.7,3.86
roadman,4.7,2.7,3.86
commercial_traveler,4.7,2.7,3.86
traveling_salesman,4.7,2.7,3.86
commercial_traveller,4.7,2.7,3.86
bail_bond,3.79,3.91,4.0
tantalize,4.590468749999999,4.4020312499999985,4.914999999999999
razz,4.7366666666666655,4.356172839506174,4.980493827160496
tantalise,4.590468749999999,4.4020312499999985,4.914999999999999
come-on,4.529677419354838,4.332580645161291,4.968709677419356
sweetener,4.529677419354838,4.332580645161291,4.968709677419356
broil,7.2,5.0,6.83
bakeshop,6.79,3.86,5.74
bakehouse,6.79,3.86,5.74
equilibrise,5.754545454545456,3.5545454545454547,5.490909090909091
Libra,5.754545454545456,3.5545454545454547,5.490909090909091
Balance,5.754545454545456,3.5545454545454547,5.490909090909091
symmetricalness,5.8374999999999995,3.595833333333333,5.573333333333333
equaliser,5.754545454545454,3.5545454545454547,5.490909090909091
Libra_the_Balance,5.754545454545456,3.5545454545454547,5.490909090909091
equilibrate,5.754545454545456,3.5545454545454547,5.490909090909091
equipoise,5.754545454545454,3.5545454545454547,5.490909090909091
residuum,5.782962962962961,3.4540740740740747,5.642962962962963
proportionality,5.632307692307693,3.5338461538461536,5.399230769230769
counterweight,5.754545454545454,3.5545454545454547,5.490909090909091
counterpoise,5.754545454545454,3.5545454545454547,5.490909090909091
counterbalance,5.0637500000000015,4.126458333333335,5.393958333333333
balance_wheel,5.754545454545456,3.5545454545454547,5.490909090909091
equilibrize,5.754545454545456,3.5545454545454547,5.490909090909091
Libra_the_Scales,5.754545454545456,3.5545454545454547,5.490909090909091
denudate,4.865172413793103,4.281724137931034,5.051379310344827
bald-headed,2.85,3.71,4.5
bald-pated,2.85,3.71,4.5
denuded,2.85,3.71,4.5
baldpate,3.95,2.7,5.22
baldhead,3.95,2.7,5.22
Bale,4.9,2.78,4.91
Basel,4.9,2.78,4.91
Basle,4.9,2.78,4.91
musket_ball,4.861818181818182,3.908181818181818,5.113636363636363
Ball,4.861818181818182,3.908181818181818,5.113636363636363
ballock,4.4732,4.2348,4.8432
testis,4.4732,4.2348,4.8432
orchis,4.4732,4.2348,4.8432
Lucille_Ball,4.861818181818182,3.908181818181818,5.113636363636363
glob,4.778571428571429,3.9361904761904762,5.047142857142857
bollock,4.4732,4.2348,4.8432
barretter,4.67,4.06,4.86
ballast_resistor,4.67,4.06,4.86
light_ballast,4.67,4.06,4.86
danseuse,6.79,3.73,5.59
concert_dance,6.86,3.72,5.62
ball_game,7.0,4.65,5.26
new_ballgame,7.0,4.65,5.26
ballistic_trajectory,4.05,5.58,4.71
billow,5.499523809523809,4.631428571428571,5.51047619047619
balloting,5.265000000000001,4.6,6.12
voting,5.265000000000001,4.6,6.12
approximate_range,6.220000000000001,3.2750000000000004,5.359999999999999
baseball_player,5.26,4.09,6.24
Biro,5.1,2.46,5.26
ballpen,5.1,2.46,5.26
ballpoint_pen,5.1,2.46,5.26
dance_hall,5.75,4.27,5.67
dance_palace,5.75,4.27,5.67
unguent,5.985714285714285,3.792857142857143,5.804285714285714
unction,5.985714285714285,3.792857142857143,5.804285714285714
around_the_bend,5.139230769230769,4.44,4.72576923076923
round_the_bend,5.139230769230769,4.44,4.72576923076923
cracked,5.139230769230769,4.44,4.72576923076923
kookie,5.139230769230769,4.44,4.72576923076923
crackers,5.139230769230769,4.44,4.72576923076923
bats,5.139230769230769,4.44,4.72576923076923
whacky,4.987096774193549,4.470967741935484,4.605806451612902
nuts,5.139230769230769,4.44,4.72576923076923
barmy,5.139230769230769,4.44,4.72576923076923
Bam,5.078,5.1579999999999995,4.65
ostracize,3.63,4.574285714285715,4.63857142857143
banning,3.48625,4.674375,4.370625
Bachelor_of_Arts_in_Nursing,3.401666666666667,4.581666666666666,4.498333333333333
BAN,3.401666666666667,4.581666666666666,4.498333333333333
proscription,3.48,4.54,4.495714285714286
ostracise,3.63,4.574285714285715,4.63857142857143
forbiddance,3.522777777777778,4.569444444444445,4.372222222222224
cast_out,4.770416666666667,4.528333333333333,5.183749999999999
blackball,3.6458333333333335,4.523333333333333,4.4674999999999985
banana_tree,6.71,3.21,6.05
banding,5.732857142857144,4.011428571428572,5.454285714285715
dance_orchestra,5.952,3.81,5.4799999999999995
isthmus,5.952,3.81,5.4799999999999995
striation,5.952,3.81,5.4799999999999995
dance_band,5.952,3.81,5.4799999999999995
stria,5.952,3.81,5.4799999999999995
bandana,5.26,3.15,5.42
brigand,3.88,5.18,4.77
outdoor_stage,5.220999999999999,3.5895,5.3445
have_it_away,5.242950819672131,4.754590163934425,5.282295081967214
make_love,5.242950819672131,4.754590163934425,5.282295081967214
be_intimate,5.242950819672131,4.754590163934425,5.282295081967214
have_sex,5.242950819672131,4.754590163934425,5.282295081967214
sleep_with,5.242950819672131,4.754590163934425,5.282295081967214
have_intercourse,5.242950819672131,4.754590163934425,5.282295081967214
bonk,5.189857142857143,4.666714285714284,5.279571428571428
have_a_go_at_it,5.242950819672131,4.754590163934425,5.282295081967214
do_it,5.242950819672131,4.754590163934425,5.282295081967214
sleep_together,5.242950819672131,4.754590163934425,5.282295081967214
smasher,5.104022988505746,4.625977011494252,5.292413793103449
slapdash,5.035106382978723,4.8525531914893625,5.196170212765956
spang,5.02448275862069,5.016896551724139,5.177931034482759
make_out,5.256625000000004,4.201624999999999,5.475041666666665
get_laid,5.242950819672131,4.754590163934425,5.282295081967214
get_it_on,5.242950819672131,4.754590163934425,5.282295081967214
lie_with,5.242950819672131,4.754590163934425,5.282295081967214
eff,5.242950819672131,4.754590163934425,5.282295081967214
have_it_off,5.242950819672131,4.754590163934425,5.282295081967214
relegate,4.625212765957447,4.422021276595744,4.960425531914894
balustrade,5.42,2.55,5.83
handrail,5.42,2.55,5.83
bannister,5.42,2.55,5.83
balusters,5.42,2.55,5.83
banking_company,5.738000000000001,4.368,5.452
savings_bank,5.738000000000001,4.368,5.452
bank_building,5.738000000000001,4.368,5.452
money_box,5.738000000000001,4.368,5.452
camber,5.738000000000001,4.368,5.452
depository_financial_institution,5.738000000000001,4.368,5.452
banking_concern,5.738000000000001,4.368,5.452
coin_bank,5.738000000000001,4.368,5.452
cant,5.109545454545454,4.049090909090911,5.270909090909093
insolvent,3.5774999999999997,5.34,4.71
belly-up,3.5774999999999997,5.34,4.71
streamer,5.3375,3.7199999999999998,5.42
banshie,3.58,5.09,4.15
chaff,5.8325000000000005,4.262499999999999,5.436
josh,6.286153846153846,4.529999999999999,5.5661538461538465
backchat,6.726666666666667,4.72,5.833333333333333
raillery,6.726666666666667,4.72,5.833333333333333
give-and-take,5.679333333333333,4.327333333333333,5.577333333333333
baptise,5.696666666666666,3.4166666666666665,5.69
block_up,4.648979591836734,4.094489795918368,4.894489795918367
legal_profession,4.914285714285714,4.219285714285714,5.038571428571428
Browning_automatic_rifle,4.914285714285714,4.219285714285714,5.038571428571428
block_off,4.648979591836734,4.094489795918368,4.894489795918367
legal_community,4.914285714285714,4.219285714285714,5.038571428571428
BAR,4.914285714285714,4.219285714285714,5.038571428571428
taproom,4.95625,4.17625,5.138750000000001
ginmill,4.95625,4.17625,5.138750000000001
churl,4.814516129032258,4.3425806451612905,4.827096774193546
tike,5.304782608695653,4.510869565217392,4.989565217391304
uncivilised,4.129411764705882,5.217647058823529,4.54264705882353
Goth,5.212666666666666,4.637333333333333,4.871333333333333
boor,5.212666666666666,4.637333333333333,4.871333333333333
barbeque,7.1,5.55,5.59
cook_out,7.1,5.55,5.59
bristled,3.5374999999999996,4.9375,4.3475
biting,3.55375,4.733750000000001,4.393749999999999
bristly,3.5374999999999996,4.9375,4.3475
setaceous,3.5374999999999996,4.9375,4.3475
burry,3.5374999999999996,4.9375,4.3475
briery,3.5374999999999996,4.9375,4.3475
burred,3.5374999999999996,4.9375,4.3475
nipping,5.134814814814815,4.638888888888889,5.34074074074074
spiny,3.5374999999999996,4.9375,4.3475
setose,3.5374999999999996,4.9375,4.3475
briary,3.5374999999999996,4.9375,4.3475
mordacious,3.5375,4.9375,4.3475
barbellate,3.5374999999999996,4.9375,4.3475
barb,4.572272727272728,4.584848484848485,5.049848484848485
Barber,4.89,3.18,5.91
Samuel_Barber,4.89,3.18,5.91
caparison,5.829999999999999,3.2066666666666666,5.95
barde,4.45,2.94,5.32
unsheathed,5.088571428571429,3.934285714285714,5.187142857142858
unembellished,5.21212121212121,4.042121212121212,5.459393939393939
stark,4.731568627450981,4.221666666666666,5.127352941176471
denude,4.937142857142858,4.302142857142857,5.071071428571429
unornamented,5.21212121212121,4.042121212121212,5.459393939393939
au_naturel,4.8931249999999995,4.07,5.085000000000001
stripped,5.088571428571429,3.934285714285714,5.187142857142858
scanty,5.318260869565217,4.038260869565218,5.370869565217391
barefooted,6.91,4.33,6.82
shoeless,6.91,4.33,6.82
throw_up,4.26530303030303,4.344545454545455,4.913939393939394
vomit_up,4.26530303030303,4.344545454545455,4.913939393939394
retch,4.415119047619045,4.471071428571429,4.923571428571427
disgorge,4.332465753424656,4.333287671232878,4.918082191780821
be_sick,4.26530303030303,4.344545454545455,4.913939393939394
regurgitate,4.317391304347827,4.354202898550724,4.932173913043477
spue,4.361527777777777,4.309027777777778,4.953333333333332
vomitus,3.71125,4.580625,4.25875
regorge,4.26530303030303,4.344545454545455,4.913939393939394
upchuck,4.26530303030303,4.344545454545455,4.913939393939394
dicker,5.626,4.622,5.676
flatboat,5.44,3.15,4.52
lighter,5.576923076923077,4.158461538461537,5.346153846153846
thrust_ahead,5.44,3.15,4.52
hoy,5.44,3.15,4.52
push_forward,5.44,3.15,4.52
barytone,6.05,4.0,4.74
baritone_voice,6.05,4.0,4.74
baritone_horn,6.05,4.0,4.74
atomic_number_56,4.9,2.91,4.85
Ba,4.9,2.91,4.85
barque,5.32,3.325,4.91
mixologist,5.536666666666666,4.536666666666666,5.476666666666667
barkeeper,5.536666666666666,4.536666666666666,5.476666666666667
barleycorn,4.95,3.62,5.79
b,6.16,3.57,5.65
cirriped,5.27,3.52,3.68
cirripede,5.27,3.52,3.68
Branta_leucopsis,5.27,3.52,3.68
barnacle_goose,5.27,3.52,3.68
business_leader,5.54,4.558,5.4159999999999995
top_executive,5.54,4.558,5.4159999999999995
magnate,5.54,4.558,5.4159999999999995
big_businessman,5.54,4.558,5.4159999999999995
barrage_fire,3.435,5.125,3.8524999999999996
bombard,3.347777777777778,4.69,4.15
shelling,3.435,5.125,3.8524999999999996
outpouring,5.237596153846155,4.439038461538462,5.266057692307694
cask,5.484999999999999,4.05,5.295
bbl,5.484999999999999,4.05,5.295
gun_barrel,5.484999999999999,4.05,5.295
barrelful,5.484999999999999,4.05,5.295
barricado,4.255,4.068333333333334,4.833333333333333
swop,5.423529411764706,4.016470588235293,5.652941176470588
al-Qa'ida,5.180000000000001,3.4999999999999987,5.662727272727272
meanspirited,5.120000000000001,3.656896551724137,5.603103448275861
substructure,5.234999999999999,3.704375,5.54
free-base,5.180000000000001,3.4999999999999987,5.662727272727272
al-Qaida,5.180000000000001,3.4999999999999987,5.662727272727272
radix,5.180000000000001,3.4999999999999987,5.662727272727272
Base,5.180000000000001,3.4999999999999987,5.662727272727272
alkali,5.180000000000001,3.4999999999999987,5.662727272727272
baseborn,5.037931034482759,3.5437931034482753,5.4544827586206885
understructure,5.235,3.704375,5.54
base_of_operations,5.180000000000001,3.4999999999999987,5.662727272727272
root_word,5.294651162790699,3.74139534883721,5.566279069767441
nucleotide,5.180000000000001,3.4999999999999987,5.662727272727272
basal,5.312580645161291,3.6270967741935483,5.523225806451611
Qaeda,5.180000000000001,3.4999999999999987,5.662727272727272
found,5.382352941176471,3.8286764705882357,5.548823529411765
al-Qaeda,5.180000000000001,3.4999999999999987,5.662727272727272
baseball_game,5.79,3.15,6.05
service_line,5.4,2.52,5.16
whap,4.772142857142858,4.359285714285714,5.237857142857143
whop,4.885625,4.44875,5.2124999999999995
blate,5.55,4.36,4.74
introductory,5.25,3.7150000000000003,5.404999999999999
canonical,5.25,3.7150000000000003,5.404999999999999
BASIC,5.453333333333333,3.5233333333333334,5.453333333333333
canonic,5.25,3.7150000000000003,5.404999999999999
bedrock,5.453333333333333,3.5233333333333334,5.453333333333333
fundamental_principle,5.453333333333333,3.5233333333333334,5.453333333333333
basic_principle,5.453333333333333,3.5233333333333334,5.453333333333333
rudiments,5.453333333333333,3.5233333333333334,5.453333333333333
fundamentals,5.453333333333333,3.5233333333333334,5.453333333333333
sweet_basil,6.43,3.82,5.36
Basil_of_Caesarea,6.43,3.82,5.36
Basil,6.43,3.82,5.36
St._Basil,6.43,3.82,5.36
St._Basil_the_Great,6.43,3.82,5.36
Basil_the_Great,6.43,3.82,5.36
catchment_basin,5.324999999999999,3.49,5.16
drainage_basin,5.324999999999999,3.49,5.16
washbowl,5.075,3.453333333333333,5.498333333333334
catchment_area,5.324999999999999,3.49,5.16
drainage_area,5.324999999999999,3.49,5.16
river_basin,5.324999999999999,3.49,5.16
basinful,5.324999999999999,3.49,5.16
washstand,5.075,3.453333333333333,5.498333333333334
watershed,4.9825,4.0649999999999995,5.12
washbasin,5.075,3.453333333333333,5.498333333333334
savour,5.557560975609756,4.5024390243902435,5.630731707317074
field_goal,5.96,2.815,5.3
basketful,5.96,2.815,5.3
handbasket,5.96,2.815,5.3
basketball_hoop,6.336666666666666,3.353333333333333,5.346666666666667
basketball_game,5.67,4.35,5.05
hoops,5.67,4.35,5.05
bass_part,5.335000000000001,4.385,5.415
basso,5.335000000000001,4.385,5.415
freshwater_bass,5.335000000000001,4.385,5.415
bass_voice,5.335000000000001,4.385,5.415
sea_bass,5.335000000000001,4.385,5.415
love_child,2.8673333333333333,5.2459999999999996,3.8240000000000003
illegitimate_child,2.8673333333333333,5.2459999999999996,3.8240000000000003
phoney,3.582413793103448,4.856551724137931,4.3327586206896544
by-blow,2.8673333333333333,5.2459999999999996,3.8240000000000003
chiropteran,5.155,4.693333333333333,5.156666666666667
at-bat,5.155,4.693333333333333,5.156666666666667
cricket_bat,5.155,4.693333333333333,5.156666666666667
squash_racquet,5.155,4.693333333333333,5.156666666666667
squash_racket,5.155,4.693333333333333,5.156666666666667
drub,5.005238095238094,4.415238095238095,5.351904761904763
plenty,5.327283950617284,3.9346913580246916,5.467037037037038
spate,5.331400000000001,4.169300000000001,5.472099999999999
hatful,5.327283950617284,3.9346913580246916,5.467037037037038
mickle,5.327283950617284,3.9346913580246916,5.467037037037038
peck,5.240344827586207,4.040603448275863,5.434137931034482
tidy_sum,5.327283950617284,3.9346913580246916,5.467037037037038
good_deal,5.327283950617284,3.9346913580246916,5.467037037037038
passel,5.327283950617284,3.9346913580246916,5.467037037037038
slew,5.168175675675674,4.0309459459459465,5.374324324324325
quite_a_little,5.327283950617284,3.9346913580246916,5.467037037037038
muckle,5.327283950617284,3.9346913580246916,5.467037037037038
great_deal,5.327283950617284,3.9346913580246916,5.467037037037038
bathing_tub,6.121666666666666,3.323333333333333,5.733333333333334
Bath,6.4239999999999995,3.3379999999999996,5.888
bathing_machine,5.32,4.0,5.68
bagnio,4.57,4.9,4.9925
washup,6.88,3.2100000000000004,6.69
john,4.915476190476191,4.103095238095239,5.064285714285715
lav,4.817058823529412,3.855,5.158823529411765
truncheon,4.613333333333333,4.1499999999999995,5.066666666666666
billystick,4.613333333333333,4.1499999999999995,5.066666666666666
billy_club,4.613333333333333,4.1499999999999995,5.066666666666666
billy,4.613333333333333,4.1499999999999995,5.066666666666666
large_number,5.0855,4.194500000000001,5.181
plurality,5.0855,4.194500000000001,5.181
knock_about,4.46,4.2588888888888885,5.094444444444445
baste,4.820499999999999,4.081999999999999,5.198
dinge,4.101428571428571,4.467142857142857,5.042857142857143
