V,A,D
6.065,3.7849999999999997,5.705
5.36141509433962,4.085,5.427641509433964
5.539499999999999,4.0969999999999995,5.481999999999999
6.065,3.7849999999999997,5.705
5.443863636363637,4.031022727272728,5.631818181818185
5.690000000000001,4.10923076923077,5.336153846153847
5.629999999999999,3.847777777777778,5.533333333333334
5.629999999999999,3.847777777777778,5.533333333333334
5.436428571428571,3.9960714285714287,5.461428571428572
5.436428571428571,3.9960714285714287,5.461428571428572
5.472068965517241,4.059310344827586,5.465862068965518
5.436428571428571,3.9960714285714287,5.461428571428572
5.4588888888888905,3.9177777777777774,5.359999999999999
5.436428571428571,3.9960714285714287,5.461428571428572
5.302352941176471,3.855882352941176,5.377058823529412
5.302352941176471,3.8558823529411757,5.377058823529413
5.302352941176471,3.8558823529411757,5.377058823529413
5.302352941176471,3.8558823529411757,5.377058823529413
5.1,4.1,5.96
5.765000000000001,3.56,5.715
5.26,2.6,5.05
5.2825,5.08,4.985
4.263529411764705,4.531764705882353,4.606470588235293
5.220000000000001,5.105,5.07125
4.899,5.149,4.659000000000001
5.2825,5.08,4.985
5.64,4.1,6.4
5.64,4.1,6.4
5.64,4.1,6.4
3.7275,4.0175,4.235
3.7275,4.0175,4.235
3.828235294117647,4.095882352941176,4.379411764705883
5.148000000000001,4.4639999999999995,5.26
5.148000000000001,4.4639999999999995,5.26
5.148000000000001,4.4639999999999995,5.26
5.148000000000001,4.4639999999999995,5.26
5.148000000000001,4.4639999999999995,5.26
5.148000000000001,4.4639999999999995,5.26
5.148000000000001,4.4639999999999995,5.26
5.148000000000001,4.4639999999999995,5.26
5.148000000000001,4.4639999999999995,5.26
5.148000000000001,4.4639999999999995,5.26
5.148000000000001,4.4639999999999995,5.26
5.001666666666666,5.44,5.255
5.001666666666666,5.44,5.255
4.488333333333333,5.418333333333333,5.205000000000001
5.001666666666666,5.44,5.255
4.488333333333333,5.418333333333333,5.205000000000001
4.441428571428571,4.961904761904763,4.791428571428571
4.441428571428571,4.961904761904763,4.791428571428571
4.783947368421054,4.761842105263159,4.928157894736841
4.441428571428571,4.961904761904763,4.791428571428571
4.441428571428571,4.961904761904763,4.791428571428571
4.441428571428571,4.961904761904763,4.791428571428571
4.315,5.1275,5.475
5.314871794871796,4.785897435897436,5.321538461538462
4.315,5.1275,5.475
4.315,5.1275,5.475
4.776666666666667,3.73,5.17
4.776666666666667,3.73,5.17
5.3100000000000005,4.155,5.345000000000001
5.3100000000000005,4.155,5.345000000000001
5.3100000000000005,4.155,5.345000000000001
5.3100000000000005,4.155,5.345000000000001
6.2275,4.1175,5.904999999999999
5.855,3.8737500000000002,5.76875
6.2275,4.1175,5.904999999999999
6.49108695652174,4.324347826086956,6.149565217391304
6.713571428571429,5.135714285714287,5.896428571428572
4.725714285714285,4.628571428571428,5.211428571428571
4.625625,4.543125,5.1343749999999995
4.725714285714285,4.628571428571428,5.211428571428571
4.725714285714285,4.628571428571428,5.211428571428571
4.725714285714285,4.628571428571428,5.211428571428571
5.1,3.77,5.74
5.1,3.77,5.74
5.1,3.77,5.74
5.1,3.77,5.74
5.1,3.77,5.74
5.415,3.49,5.335
5.415,3.49,5.335
5.415,3.49,5.335
5.415,3.49,5.335
4.9861538461538455,3.9423076923076925,5.383076923076923
4.9861538461538455,3.9423076923076925,5.383076923076923
5.111038961038959,4.091558441558442,5.355584415584416
5.0604,3.9419999999999997,5.3888
5.0604,3.9419999999999997,5.3888
4.9861538461538455,3.9423076923076925,5.383076923076923
6.19,4.45,6.5
6.19,4.45,6.5
5.825,4.355,5.7425
6.29,4.35,5.43
6.694999999999999,3.655,6.3025
6.6499999999999995,3.4633333333333334,5.953333333333333
6.694999999999999,3.655,6.3025
6.6499999999999995,3.4633333333333334,5.953333333333333
6.6499999999999995,3.4633333333333334,5.953333333333333
6.694999999999999,3.655,6.3025
6.6499999999999995,3.4633333333333334,5.953333333333333
6.694999999999999,3.655,6.3025
6.7725,3.4925,6.695
4.53,3.95,4.92
4.53,3.95,4.92
2.7533333333333334,4.7266666666666675,3.7733333333333334
2.801428571428571,4.527142857142858,3.792857142857143
2.7533333333333334,4.7266666666666675,3.7733333333333334
2.801428571428571,4.527142857142858,3.792857142857143
2.801428571428571,4.527142857142858,3.792857142857143
3.875,4.745,4.015000000000001
4.955185185185185,3.968518518518519,5.285925925925927
4.926666666666666,4.029166666666667,5.242083333333333
4.991052631578949,4.095000000000001,4.950526315789473
4.831666666666667,4.148888888888889,5.126111111111111
5.2727192982456135,3.8094736842105266,5.486842105263159
5.142702702702703,4.423513513513512,5.387297297297297
5.142702702702703,4.423513513513512,5.387297297297297
6.82,5.89,6.14
5.308333333333334,4.261111111111111,5.498888888888889
5.55,3.6,4.41
5.55,3.6,4.41
4.488866666666665,4.463999999999996,4.9662000000000015
4.167857142857143,4.784999999999999,4.695714285714286
4.286901408450705,4.511549295774648,4.87323943661972
4.457567567567566,4.415405405405406,4.949189189189188
3.9880000000000004,4.7299999999999995,4.496
2.6633333333333336,5.613333333333333,3.8633333333333333
5.733750000000001,4.432499999999999,5.76
5.733750000000001,4.432499999999999,5.76
4.271379310344828,4.3293103448275865,4.688965517241379
4.271379310344828,4.3293103448275865,4.688965517241379
4.271379310344828,4.3293103448275865,4.688965517241379
4.271379310344828,4.3293103448275865,4.688965517241379
4.291,4.333666666666667,4.724666666666666
4.271379310344828,4.3293103448275865,4.688965517241379
4.790512820512821,4.325128205128205,5.083333333333332
5.1071428571428585,4.294642857142857,5.369999999999999
4.522,4.632,4.862
3.9433333333333334,4.303333333333334,4.793333333333333
5.261818181818182,4.337272727272727,5.127272727272728
5.45875,4.2275,5.26375
4.45448275862069,4.05344827586207,4.826551724137931
4.821111111111112,3.626666666666667,5.3500000000000005
5.7457894736842094,3.9942105263157885,5.592631578947369
5.7457894736842094,3.9942105263157885,5.592631578947369
5.7457894736842094,3.9942105263157885,5.592631578947369
5.7457894736842094,3.9942105263157885,5.592631578947369
5.7457894736842094,3.9942105263157885,5.592631578947369
5.805714285714286,4.02047619047619,5.5600000000000005
5.7457894736842094,3.9942105263157885,5.592631578947369
5.7457894736842094,3.9942105263157885,5.592631578947369
5.7457894736842094,3.9942105263157885,5.592631578947369
6.52,3.73,5.3
4.9,3.5,4.86
6.3,4.7,5.5
4.567200000000001,4.320799999999999,4.822400000000001
3.4450000000000003,4.415,4.0625
4.446666666666667,4.394,4.7059999999999995
4.446666666666667,4.394,4.7059999999999995
4.446666666666667,4.394,4.7059999999999995
3.4450000000000003,4.415,4.0625
5.676,4.377,5.511
5.676,4.377,5.511
5.2622580645161285,4.348709677419355,5.187741935483872
5.2622580645161285,4.348709677419355,5.187741935483872
5.676,4.377,5.511
5.676,4.377,5.511
6.066875,4.438750000000001,5.75
5.297894736842105,4.337894736842105,5.53842105263158
5.2622580645161285,4.348709677419355,5.187741935483872
5.676,4.377,5.511
5.676,4.377,5.511
5.676,4.377,5.511
5.2622580645161285,4.348709677419355,5.187741935483872
5.676,4.377,5.511
5.676,4.377,5.511
5.676,4.377,5.511
5.676,4.377,5.511
5.676,4.377,5.511
5.302037037037037,4.039999999999999,5.531111111111112
5.676,4.377,5.511
5.676,4.377,5.511
5.297894736842105,4.337894736842105,5.53842105263158
5.676,4.377,5.511
4.77,4.65,5.26
4.77,4.65,5.26
4.77,4.65,5.26
4.77,4.65,5.26
4.77,4.65,5.26
4.77,4.65,5.26
4.77,4.65,5.26
2.24,6.15,4.53
5.57,5.43,5.57
5.57,5.43,5.57
5.23,2.86,5.23
5.23,2.86,5.23
5.23,2.86,5.23
5.23,2.86,5.23
4.55,3.73,4.79
4.55,3.73,4.79
4.994117647058823,3.6276470588235292,5.198235294117647
5.058749999999999,3.6075000000000013,5.291250000000001
5.14,3.6780952380952385,5.222857142857144
5.413124999999999,3.866875,5.4575000000000005
5.058749999999999,3.6075000000000013,5.291250000000001
5.058749999999999,3.6075000000000013,5.291250000000001
5.058749999999999,3.6075000000000013,5.291250000000001
5.366216216216216,3.8086486486486497,5.5683783783783785
5.058749999999999,3.6075000000000013,5.291250000000001
5.413124999999999,3.866875,5.4575000000000005
5.14,3.6780952380952385,5.222857142857144
5.262941176470588,3.8864705882352952,5.502941176470589
5.058749999999999,3.6075000000000013,5.291250000000001
5.058749999999999,3.6075000000000013,5.291250000000001
5.14,3.6780952380952385,5.222857142857144
4.25,4.0,5.15
6.392,5.168,5.3340000000000005
6.392,5.168,5.3340000000000005
6.392,5.168,5.3340000000000005
6.392,5.168,5.3340000000000005
6.392,5.168,5.3340000000000005
4.95,3.04,5.21
4.95,3.04,5.21
4.95,3.04,5.21
4.95,3.04,5.21
4.58,3.29,4.6
4.58,3.29,4.6
4.58,3.29,4.6
4.952962962962964,4.317407407407408,4.852962962962963
5.297435897435897,4.085512820512823,5.313205128205128
4.6465625,4.3225,4.717500000000001
4.952962962962964,4.317407407407408,4.852962962962963
4.605,3.645,4.855
4.605,3.645,4.855
5.02,3.7790909090909093,4.934545454545454
5.02,3.7790909090909093,4.934545454545454
5.02,3.7790909090909093,4.934545454545454
4.577777777777778,4.532777777777778,5.18
4.679473684210527,4.838421052631578,5.209999999999998
4.577777777777778,4.532777777777778,5.18
4.577777777777778,4.532777777777778,5.18
4.577777777777778,4.532777777777778,5.18
4.577777777777778,4.532777777777778,5.18
4.491304347826088,4.529565217391303,4.937391304347826
4.577777777777778,4.532777777777778,5.18
4.577777777777778,4.532777777777778,5.18
4.577777777777778,4.532777777777778,5.18
4.922916666666667,4.4433333333333325,5.3566666666666665
4.577777777777778,4.532777777777778,5.18
4.577777777777778,4.532777777777778,5.18
4.577777777777778,4.532777777777778,5.18
5.835,5.5,4.26
5.835,5.5,4.26
5.57,2.58,6.1
5.57,2.58,6.1
6.56,4.732,5.694
6.347142857142857,4.634285714285714,5.767142857142858
6.57,3.52,5.11
5.85,3.27,5.85
6.0,4.1,4.45
6.0,4.1,4.45
6.53,2.85,5.0
6.53,2.85,5.0
6.53,2.85,5.0
6.53,2.85,5.0
5.649230769230769,4.071538461538461,5.332307692307692
5.287058823529412,4.183529411764706,5.227058823529411
5.287058823529412,4.183529411764706,5.227058823529411
5.649230769230769,4.071538461538461,5.332307692307692
5.287058823529412,4.183529411764706,5.227058823529411
5.8,4.984,5.19
5.8,4.984,5.19
5.8,4.984,5.19
5.8,4.984,5.19
5.8,4.984,5.19
6.37,4.6,6.07
4.6,3.0,4.24
6.525,3.54,4.855
6.233333333333334,4.25,5.236666666666667
6.233333333333334,4.25,5.236666666666667
6.233333333333334,4.25,5.236666666666667
5.63,4.58,6.75
6.885,3.805,6.18
4.74,4.5,5.09
4.086666666666667,3.9066666666666663,4.583333333333333
4.889655172413793,3.837931034482759,5.289655172413792
4.7498305084745756,3.9594915254237297,5.185762711864405
4.9275,3.878999999999999,5.2165
4.295555555555556,4.743333333333334,4.7011111111111115
3.11,4.83,4.24
3.11,4.83,4.24
4.796666666666666,4.533333333333334,5.32
4.2128571428571435,4.4314285714285715,5.062857142857142
4.253076923076923,4.646923076923077,4.805384615384615
4.2128571428571435,4.4314285714285715,5.062857142857142
4.2128571428571435,4.4314285714285715,5.062857142857142
4.473846153846153,4.475384615384614,4.8792307692307695
3.5700000000000003,4.529999999999999,4.4399999999999995
3.5700000000000003,4.529999999999999,4.4399999999999995
3.5700000000000003,4.529999999999999,4.4399999999999995
3.5700000000000003,4.529999999999999,4.4399999999999995
3.78,4.461666666666666,4.714166666666666
3.5200000000000005,4.6075,4.525
4.211818181818181,4.297272727272728,4.863636363636363
4.211818181818181,4.297272727272728,4.863636363636363
3.5200000000000005,4.6075,4.525
3.5200000000000005,4.6075,4.525
3.5200000000000005,4.6075,4.525
5.09,4.21,4.52
5.09,4.21,4.52
5.09,4.21,4.52
5.09,4.21,4.52
5.09,4.21,4.52
5.09,4.21,4.52
5.09,4.21,4.52
5.09,4.21,4.52
5.09,4.21,4.52
5.09,4.21,4.52
5.09,4.21,4.52
5.09,4.21,4.52
5.09,4.21,4.52
5.09,4.21,4.52
4.8422222222222215,3.8244444444444445,5.475555555555555
4.8422222222222215,3.8244444444444445,5.475555555555555
4.8422222222222215,3.8244444444444445,5.475555555555555
4.8422222222222215,3.8244444444444445,5.475555555555555
4.8422222222222215,3.8244444444444445,5.475555555555555
4.8422222222222215,3.8244444444444445,5.475555555555555
4.8422222222222215,3.8244444444444445,5.475555555555555
4.8422222222222215,3.8244444444444445,5.475555555555555
5.001666666666668,4.2716666666666665,5.0633333333333335
5.001666666666668,4.2716666666666665,5.0633333333333335
5.001666666666668,4.2716666666666665,5.0633333333333335
5.001666666666668,4.2716666666666665,5.0633333333333335
5.001666666666668,4.2716666666666665,5.0633333333333335
4.9,4.141,5.093000000000001
5.489230769230769,4.004615384615385,5.461538461538462
5.302352941176471,4.057647058823529,5.372941176470588
5.244333333333333,4.371666666666668,5.153666666666667
4.598125,4.3278125,4.828124999999998
5.404285714285715,4.048571428571429,5.4435714285714285
5.489230769230769,4.004615384615385,5.461538461538462
5.217222222222223,3.9288888888888898,5.172777777777778
5.489230769230769,4.004615384615385,5.461538461538462
5.480666666666668,3.9600000000000004,5.4
5.414666666666666,4.029333333333333,5.382000000000001
2.8966666666666665,5.010000000000001,4.57
2.8966666666666665,5.010000000000001,4.57
2.8966666666666665,5.010000000000001,4.57
3.5060000000000002,4.490666666666668,4.403333333333333
3.52625,4.539375000000001,4.4
3.5060000000000002,4.490666666666668,4.403333333333333
3.52625,4.539375000000001,4.4
3.52625,4.539375000000001,4.4
3.5060000000000002,4.490666666666668,4.403333333333333
3.5025000000000004,4.51625,4.4775
3.561176470588235,4.618235294117647,4.393529411764707
3.5025000000000004,4.51625,4.4775
3.52625,4.539375000000001,4.4
3.5060000000000002,4.490666666666668,4.403333333333333
3.5060000000000002,4.490666666666668,4.403333333333333
3.5060000000000002,4.490666666666668,4.403333333333333
3.5060000000000002,4.490666666666668,4.403333333333333
3.5075000000000003,4.541250000000001,4.345625
3.5060000000000002,4.490666666666668,4.403333333333333
3.5363636363636366,4.362121212121212,4.414545454545455
3.5060000000000002,4.490666666666668,4.403333333333333
3.630625,4.501875000000001,4.437500000000001
3.5060000000000002,4.490666666666668,4.403333333333333
3.52625,4.539375000000001,4.4
3.5025000000000004,4.51625,4.4775
3.275882352941177,4.752352941176472,4.295882352941177
3.630625,4.501875000000001,4.437500000000001
3.561176470588235,4.618235294117647,4.393529411764707
6.63,3.24,5.45
5.62,3.5,5.04
5.62,3.5,5.04
5.62,3.5,5.04
5.62,3.5,5.04
5.62,3.5,5.04
5.62,3.5,5.04
5.62,3.5,5.04
4.95,4.0,6.0
4.73625,4.1475,4.982500000000001
4.029999999999999,4.2214285714285715,4.758571428571429
3.835,4.7225,4.5375
3.835,4.7225,4.5375
3.835,4.7225,4.5375
3.835,4.7225,4.5375
3.835,4.7225,4.5375
3.835,4.7225,4.5375
3.835,4.7225,4.5375
3.9214285714285713,4.442857142857144,4.424285714285714
3.835,4.7225,4.5375
3.45,4.0,3.21
3.45,4.0,3.21
2.05,5.11,2.77
2.05,5.11,2.77
3.58,4.965,2.92
3.58,4.965,2.92
4.58,3.78,5.53
4.7924999999999995,4.2875,5.2025
4.985714285714286,4.102857142857142,4.967142857142856
4.19086956521739,4.846086956521739,4.621739130434782
4.19086956521739,4.846086956521739,4.621739130434782
4.19086956521739,4.846086956521739,4.621739130434782
4.572000000000001,4.781000000000001,4.683999999999999
5.189047619047619,4.202857142857143,5.293333333333332
4.19086956521739,4.846086956521739,4.621739130434782
4.572000000000001,4.781000000000001,4.683999999999999
4.19086956521739,4.846086956521739,4.621739130434782
4.19086956521739,4.846086956521739,4.621739130434782
5.45,3.74,5.19
5.45,3.74,5.19
5.45,3.74,5.19
4.980666666666666,3.395333333333333,5.234666666666667
4.980666666666666,3.395333333333333,5.234666666666667
4.980666666666666,3.395333333333333,5.234666666666667
4.980666666666666,3.395333333333333,5.234666666666667
5.610769230769231,3.2646153846153845,5.674615384615383
4.980666666666666,3.395333333333333,5.234666666666667
5.6979999999999995,3.442,5.038
5.381,3.9520000000000004,5.169
5.687777777777778,3.307777777777778,5.743333333333334
5.687777777777778,3.307777777777778,5.743333333333334
5.687777777777778,3.307777777777778,5.743333333333334
5.687777777777778,3.307777777777778,5.743333333333334
5.687777777777778,3.307777777777778,5.743333333333334
5.687777777777778,3.307777777777778,5.743333333333334
5.2624,4.667199999999999,5.243199999999999
4.8100000000000005,4.192,4.9959999999999996
4.8100000000000005,4.192,4.9959999999999996
4.8100000000000005,4.192,4.9959999999999996
3.1766666666666663,5.2,4.383333333333333
4.5633333333333335,5.057777777777777,4.686111111111112
4.752333333333332,4.5806666666666676,5.019
4.16942857142857,5.191714285714285,4.672285714285715
4.89,5.0,5.38
3.865,4.245,4.695
4.083333333333333,4.986666666666667,4.625
5.295384615384616,4.315384615384614,5.315384615384615
4.348333333333334,4.809166666666666,4.81
3.865,4.245,4.695
4.4525,5.22,4.96
4.4525,5.22,4.96
5.5,4.22,5.46
5.5,4.22,5.46
5.5,4.22,5.46
5.5,4.22,5.46
4.62,5.3,4.89
4.62,5.3,4.89
4.62,5.3,4.89
4.62,5.3,4.89
4.62,5.3,4.89
4.62,5.3,4.89
4.62,5.3,4.89
4.62,5.3,4.89
4.62,5.3,4.89
4.62,5.3,4.89
4.62,5.3,4.89
4.62,5.3,4.89
4.62,5.3,4.89
4.875977011494252,4.31919540229885,5.107126436781609
3.4075,4.8325,4.1725
3.4966666666666666,4.871666666666667,4.295
3.4966666666666666,4.871666666666667,4.295
3.29,5.9,3.6
3.29,5.9,3.6
3.29,5.9,3.6
3.29,5.9,3.6
3.7359999999999998,3.8299999999999996,4.41
3.7359999999999998,3.8299999999999996,4.41
5.238571428571428,3.755714285714286,5.417142857142857
5.414444444444446,3.7605555555555554,5.491666666666668
5.414444444444446,3.7605555555555554,5.491666666666668
5.414444444444446,3.7605555555555554,5.491666666666668
5.238571428571428,3.755714285714286,5.417142857142857
5.238571428571428,3.755714285714286,5.417142857142857
5.359642857142858,3.7557142857142862,5.340714285714286
5.238571428571428,3.755714285714286,5.417142857142857
5.238571428571428,3.755714285714286,5.417142857142857
5.2217391304347816,4.361739130434784,5.435652173913044
5.238571428571428,3.755714285714286,5.417142857142857
5.414444444444446,3.7605555555555554,5.491666666666668
5.16,4.05,5.53
5.16,4.05,5.53
5.672380952380952,4.31095238095238,5.519047619047619
5.702133333333334,4.1164000000000005,5.7387999999999995
