Word,V,A,D
grind,5.2,3.43,4.58
grinder,4.77,5.24,5.09
grindstone,4.14,4.7,5.42
gringo,4.11,3.61,4.35
grip,5.14,3.64,5.59
gripe,3.42,4.24,5.0
grisly,3.71,5.09,4.0
grit,4.55,4.22,6.38
grits,4.9,3.43,4.65
gritty,3.94,4.36,4.83
grizzly,4.45,5.0,5.0
groan,3.9,4.17,5.5
grocer,5.38,4.0,5.05
grocery,6.62,3.48,6.33
groggy,4.05,2.9,3.64
groin,5.1,5.5,5.62
groom,6.84,4.35,5.75
groove,6.32,5.33,5.91
groovy,6.42,4.67,5.46
grope,3.95,5.76,4.64
gross,3.2,5.0,4.62
grotesque,3.48,4.95,4.15
grotto,5.86,2.5,5.22
grouch,3.57,4.6,4.26
grouchy,3.33,4.91,5.39
ground,5.28,2.35,5.5
groundhog,5.19,3.12,5.32
grounding,5.09,3.84,3.9
groundwork,5.71,2.86,5.77
group,5.78,3.43,4.39
groupie,4.0,4.09,4.71
grouping,4.9,3.76,5.64
grouse,3.73,4.05,4.64
grove,5.26,3.73,6.05
grovel,3.3,3.65,3.45
grow,6.28,2.6,5.5
growl,4.43,3.95,5.11
grownup,5.3,4.19,6.24
growth,6.0,4.95,6.04
grub,4.16,4.45,4.87
grubby,3.2,3.45,3.91
grudge,2.86,4.2,5.18
gruel,3.48,4.0,4.14
grueling,3.36,5.0,2.95
gruesome,2.89,6.62,3.83
gruff,4.05,4.25,5.67
grumpy,2.81,5.05,5.06
grunt,3.68,3.86,4.91
grunting,4.43,3.87,5.85
guacamole,5.47,4.76,5.78
guano,4.2,3.19,5.32
guarantee,6.17,3.67,6.0
guard,5.89,3.6,4.06
guardhouse,4.96,3.67,4.14
guardian,6.5,2.91,5.48
guardianship,5.21,3.1,7.35
guerrilla,5.3,5.59,4.16
guess,5.18,3.86,4.89
guesser,4.32,4.39,4.79
guesswork,4.29,4.08,5.04
guest,6.14,4.15,6.95
guesthouse,6.09,3.0,5.65
guidance,5.95,3.06,6.1
guide,5.43,3.33,5.75
guidebook,5.92,2.78,5.78
guiding,5.73,4.77,5.58
guild,5.43,4.6,6.29
guillotine,1.63,5.64,3.39
guilt,2.29,4.48,4.35
guilty,3.09,4.65,4.5
guinea,5.5,3.48,5.0
guise,4.25,3.86,4.28
guitar,7.1,4.4,5.89
guitarist,6.05,5.05,5.52
gull,5.67,3.8,5.03
gullet,4.35,5.25,4.46
gullible,4.16,4.06,3.59
gully,5.05,3.62,4.2
gulp,4.7,3.48,4.6
gum,5.89,3.2,4.92
gumbo,6.21,4.0,5.25
gummy,5.29,4.0,5.04
gumption,5.48,4.65,5.55
gun,3.66,7.74,4.71
gunboat,3.58,5.86,3.4
gunfight,3.42,6.19,4.13
gunfighter,4.33,6.1,4.36
gunfire,2.79,6.91,3.75
gunk,3.62,3.8,4.21
gunman,3.0,5.62,3.88
gunner,3.95,5.88,5.08
gunnery,3.89,4.41,4.74
gunplay,2.95,5.38,4.0
gunpoint,2.11,6.91,2.85
gunpowder,5.37,5.2,4.83
gunshot,2.79,5.55,3.7
gunslinger,4.53,6.1,4.05
gurney,2.95,3.33,3.33
guru,5.76,3.76,6.42
gush,5.32,5.57,5.19
gusher,4.67,4.9,4.28
gust,4.86,4.46,4.36
gusto,5.67,4.43,6.21
gut,3.9,3.67,5.27
gutless,4.05,4.65,3.9
gutsy,5.53,5.57,5.7
gutter,4.05,3.81,4.64
guy,6.55,4.71,5.12
guzzler,4.42,5.14,4.5
gym,5.84,5.0,5.96
gymnasium,6.2,4.1,5.09
gymnast,5.22,4.55,5.65
gymnastics,5.45,4.57,5.21
gynecologist,3.33,4.1,4.68
habit,5.2,4.55,5.67
habitat,5.85,3.06,5.62
habitual,4.2,3.33,5.32
hacienda,5.88,3.33,5.36
hack,3.95,5.48,4.08
hacker,4.5,5.24,3.74
hacksaw,3.86,4.55,4.84
hag,2.32,4.52,3.61
haggle,4.78,3.76,4.44
haiku,5.86,3.87,6.0
hail,4.81,3.83,4.44
hair,6.18,3.71,6.69
hairball,3.0,4.52,4.12
hairbrush,5.95,4.26,6.0
haircut,6.38,3.57,6.56
hairdo,5.37,4.35,5.82
hairdresser,5.71,3.91,4.71
hairdryer,5.52,2.61,6.23
hairless,4.45,5.2,4.96
hairline,4.37,3.0,3.91
hairpin,5.05,3.71,5.37
hairspray,5.21,2.65,6.74
hairstyle,6.16,3.36,6.12
hairy,3.8,3.5,5.22
halfback,5.05,3.15,5.33
halftime,5.21,3.67,4.9
halibut,5.77,3.24,4.55
hall,5.89,2.57,4.22
hallmark,5.68,3.0,6.08
hallowed,5.45,3.45,4.95
hallucination,3.95,5.96,3.36
hallway,4.78,2.89,4.94
halo,6.63,3.27,5.39
halt,4.42,4.57,4.37
halter,4.33,3.26,5.22
ham,4.65,4.2,5.85
hamburger,6.93,4.2,5.35
hammer,5.17,4.56,5.59
hammerhead,4.63,4.43,4.11
hammock,6.95,2.9,5.22
hamper,5.15,3.14,5.19
hamster,5.88,4.0,5.72
hand,5.9,3.98,5.88
handbag,4.68,3.94,5.69
handball,5.43,3.23,5.26
handbook,5.3,3.36,5.85
handcuff,3.35,5.0,3.43
handful,5.45,3.83,5.73
handgun,4.95,6.78,5.04
handheld,6.26,3.61,6.14
handicap,2.67,3.45,3.54
handicapped,3.04,3.95,3.45
handiwork,6.47,3.36,5.95
handkerchief,5.79,3.05,5.05
handle,5.73,3.48,6.0
handler,4.86,3.6,5.16
handmade,7.11,3.62,6.36
handout,3.85,3.75,4.96
handprint,5.63,4.24,5.45
handshake,6.21,4.32,6.5
handsome,7.15,4.41,6.22
handwriting,5.76,2.65,6.89
handy,6.19,3.62,6.16
handyman,6.23,4.09,6.11
hang,3.1,4.86,4.61
hangar,5.05,3.5,5.57
hanger,4.76,2.92,5.05
hangman,3.95,5.35,4.83
hangout,6.45,4.81,6.21
hangover,2.5,6.0,4.31
hankering,5.52,4.2,4.84
hanky,5.18,3.57,5.67
haphazard,3.28,4.67,3.7
hapless,3.63,4.1,4.61
happen,5.5,3.43,5.53
happiness,8.48,6.5,7.05
happy,8.47,6.05,7.21
harass,2.95,6.1,3.58
harassment,2.45,5.15,4.05
harbor,5.86,3.14,5.38
hard,4.35,4.5,4.96
hardball,5.1,4.81,5.86
hardcore,4.84,6.1,5.46
harden,4.29,3.7,5.67
hardened,4.52,4.15,5.14
hardheaded,3.58,4.38,4.25
hardship,2.8,5.1,3.61
hardware,6.11,4.41,5.32
hardwood,5.65,3.68,6.19
hardworking,6.58,3.81,6.89
hare,6.61,2.74,5.04
harebrained,4.05,4.28,4.58
harem,4.2,3.94,4.36
hark,4.65,3.1,5.05
harlot,4.58,5.6,4.25
harm,1.91,5.9,3.95
harmful,2.29,4.89,4.1
harmless,6.59,3.5,5.85
harmonica,6.32,3.2,5.7
harmonious,7.7,4.25,6.81
harmony,7.55,4.33,5.96
harness,4.47,3.89,4.53
harp,5.4,3.26,6.29
harpoon,4.16,4.67,5.59
harrowing,4.6,3.86,3.92
harsh,3.44,5.63,4.04
harvest,6.57,3.76,6.24
hash,3.95,4.45,4.95
hassle,2.95,3.83,4.83
haste,4.12,4.58,5.14
hasten,4.9,3.86,5.33
hasty,4.25,5.35,4.81
hat,5.69,2.88,6.21
hatch,5.26,4.9,5.09
hatchet,4.43,5.14,4.48
hate,1.96,6.26,4.47
hateful,1.9,5.71,4.32
hater,2.33,4.14,4.8
hatred,2.38,5.22,4.0
haughty,4.16,4.36,5.09
haul,4.95,3.18,5.6
haunt,4.05,4.87,4.39
have,5.86,3.52,5.72
haven,6.36,2.9,6.88
havoc,3.85,5.43,3.96
haw,4.35,3.72,4.71
hawk,6.46,4.83,5.5
hay,5.41,2.43,4.75
hayride,6.67,3.81,6.76
haystack,5.86,3.58,5.38
haywire,4.55,4.29,2.88
hazard,2.9,5.77,4.22
hazardous,2.8,5.25,4.36
haze,4.83,3.91,4.37
hazmat,3.62,5.54,4.21
hazy,3.79,2.73,3.79
head,5.86,4.45,5.56
headache,2.22,4.27,4.04
headband,5.16,3.33,5.81
header,5.33,3.33,5.46
headless,2.95,5.1,3.54
headlight,5.29,4.75,5.79
headline,5.0,4.14,4.0
headliner,5.8,4.11,5.09
headlock,3.6,4.39,4.18
headmaster,4.89,3.44,5.71
headphones,6.47,3.0,5.92
headquarter,5.14,3.81,5.46
headquarters,4.95,4.04,5.89
headset,5.37,4.1,5.7
headstone,2.45,4.18,3.6
headstrong,4.84,6.0,6.36
headway,5.2,3.95,5.88
heady,5.0,3.52,5.28
heal,7.41,4.32,5.18
healer,7.38,3.95,5.14
healing,7.63,3.67,6.21
health,6.85,3.48,6.0
healthcare,4.76,4.56,4.0
healthy,7.76,4.19,7.0
heap,4.38,3.42,5.39
hear,6.68,3.62,6.71
hearsay,3.82,4.59,4.32
hearse,2.78,3.64,3.21
heart,6.95,5.07,5.43
heartache,3.23,5.24,3.32
heartbeat,6.24,4.43,4.54
heartbreak,2.45,5.65,3.58
heartbreaker,3.76,4.45,5.0
heartbreaking,2.91,4.86,3.55
heartbroken,1.95,6.6,3.65
heartburn,2.9,4.0,4.25
hearted,6.0,4.5,6.7
heartfelt,6.7,3.83,5.93
hearth,5.86,3.61,4.86
heartland,6.0,4.32,5.88
heartless,2.8,4.82,5.22
hearty,7.25,3.71,6.4
heat,4.77,5.75,5.89
heater,6.57,3.26,4.81
heathen,3.71,4.2,4.32
heating,5.85,3.61,5.83
heave,4.1,4.0,4.75
heaven,7.5,4.23,5.22
heavenly,7.89,4.95,6.75
heavy,4.78,3.65,3.61
heavyweight,4.37,3.83,5.53
heck,4.29,3.12,5.2
hectic,2.8,4.45,3.91
hedge,5.14,3.39,5.95
heed,4.77,4.44,4.95
heel,4.63,4.55,5.41
hefty,3.85,4.05,4.88
heifer,4.29,4.55,4.92
height,5.83,3.85,4.56
heightened,6.37,4.59,4.95
heinous,2.77,5.38,4.12
heir,6.29,4.0,5.61
heiress,5.68,4.6,5.42
heirloom,6.35,4.55,6.62
heist,4.16,6.4,4.46
helicopter,5.55,6.11,6.17
helipad,4.52,5.09,5.95
heliport,5.63,4.14,5.48
helium,6.35,3.57,5.46
helix,5.75,3.5,5.24
hell,2.55,6.26,3.47
hellfire,2.85,5.1,4.0
hellhole,2.1,6.33,3.46
hellish,2.67,4.48,4.72
helmet,5.26,3.71,5.52
helmsman,5.19,3.0,5.33
help,6.95,4.29,6.89
helper,6.71,3.22,6.6
helpful,7.43,3.88,6.79
helpless,2.24,4.91,3.0
hem,5.47,3.05,6.13
hematoma,3.11,4.62,3.25
hemisphere,5.33,3.32,5.37
hemlock,4.65,3.86,5.19
hemoglobin,5.32,3.09,4.72
hemorrhage,2.32,5.0,3.0
hemostat,4.65,3.92,4.32
hen,6.14,3.39,5.39
henhouse,4.6,3.91,5.05
hepatitis,2.33,3.83,4.05
herald,4.89,3.85,5.46
herb,6.72,3.26,5.05
herbal,6.14,3.87,5.25
herbs,6.09,3.96,5.68
herd,5.67,3.33,5.0
hereditary,5.25,4.05,4.0
heresy,4.47,4.7,4.3
heretic,3.55,5.36,5.04
heritage,6.86,3.77,4.35
hermit,4.1,3.88,5.62
hernia,2.48,5.42,2.95
hero,7.44,6.35,5.78
heroic,7.45,5.48,6.79
heroin,2.74,4.62,3.67
heroine,4.86,5.43,4.92
heroism,7.05,5.96,6.83
herpes,1.57,5.58,3.75
herring,4.9,3.35,5.18
hertz,5.0,3.5,5.76
hesitant,3.48,2.83,5.28
hesitate,4.0,3.96,4.59
hesitation,3.67,3.61,4.11
hetero,4.94,4.05,4.91
heterosexual,6.62,5.1,6.76
hex,2.47,4.77,4.42
hiatus,5.65,3.71,5.24
hibernation,6.05,3.55,5.29
hiccup,4.5,3.95,3.72
hick,3.67,4.24,5.05
hickey,5.14,5.04,4.5
hickory,5.9,2.95,4.95
hide,4.9,3.52,4.85
hideaway,5.76,3.57,5.65
hideous,3.14,4.95,3.92
hideout,4.55,4.67,5.48
hierarchy,4.95,4.11,3.84
hieroglyphics,6.14,3.33,4.75
high,5.77,4.1,5.76
highball,5.33,4.48,4.83
highland,5.9,4.95,5.5
highlight,6.58,3.8,6.25
highness,5.65,4.77,6.75
hightail,4.95,4.73,5.45
highway,5.19,4.28,5.14
hijack,1.84,6.1,3.06
hijacker,1.85,6.75,2.88
hike,6.68,4.32,5.69
hilarious,7.8,6.11,6.32
hill,5.41,3.15,6.95
hillside,6.27,4.28,5.52
hilltop,6.15,3.09,6.44
hilly,5.7,3.43,4.81
hilt,5.15,3.35,5.17
hind,4.7,2.71,4.42
hinder,3.9,3.43,4.68
hindsight,5.19,4.28,4.69
hinge,5.21,3.25,5.7
hint,6.05,4.75,6.05
hip,5.86,3.8,5.36
hippie,4.6,3.91,6.24
hippo,5.68,5.09,5.47
hippopotamus,6.38,4.17,5.22
hire,7.09,5.65,6.42
hiss,3.65,4.29,3.32
historian,6.0,2.76,4.64
historic,6.2,4.12,4.82
historical,6.57,2.59,5.07
history,6.0,3.38,4.8
hit,3.95,5.48,5.15
hitch,5.29,4.22,4.89
hitchhike,4.74,5.05,4.57
hitchhiker,3.6,4.35,3.5
hitter,3.05,4.55,5.81
HIV,1.53,5.1,2.9
hive,4.0,4.28,5.71
hoard,3.7,4.82,5.24
hoarse,3.85,3.17,5.33
hoax,3.85,5.05,5.26
hobbit,6.28,4.25,5.0
hobby,6.67,3.05,6.81
hobo,3.94,4.5,4.4
hock,4.59,3.38,4.68
hockey,5.32,4.06,5.04
hoe,4.8,5.4,5.96
hog,4.55,2.9,4.68
hogwash,4.42,5.76,5.26
hoist,5.0,4.79,4.67
hokey,5.71,4.75,5.52
hold,6.05,4.86,5.67
holder,5.17,2.85,5.14
holdup,3.29,4.96,2.56
hole,5.28,2.95,3.72
holiday,7.18,4.93,6.37
holiness,5.18,3.48,5.0
holistic,6.33,3.0,4.89
holler,3.68,4.75,5.62
hollow,4.67,3.41,4.71
holly,6.67,4.3,4.97
hologram,6.22,4.23,4.64
holographic,6.33,4.23,5.11
holster,4.44,5.35,4.77
holy,6.06,3.37,4.78
homage,5.65,3.48,5.85
hombre,5.09,4.05,5.0
hombres,6.37,3.73,4.32
home,7.48,3.78,6.77
homeboy,5.67,3.5,5.4
homecoming,6.95,4.14,5.85
homeland,5.37,4.19,5.52
homeless,2.21,4.38,3.78
homely,4.7,3.45,4.79
homemade,7.38,4.08,6.75
homeowner,6.9,4.65,6.82
homeroom,4.67,3.88,6.16
homesick,3.0,4.05,4.64
homestead,5.84,3.45,5.95
hometown,6.8,3.52,5.59
homeward,6.37,4.24,5.96
homework,3.32,4.74,5.16
homey,5.68,3.41,6.3
homicidal,2.0,6.24,3.96
homicide,1.5,6.1,2.92
homing,5.05,3.83,5.32
hominy,4.35,3.33,5.24
homo,3.11,3.36,3.78
homophobic,2.7,5.14,4.04
homosexual,4.65,3.67,4.36
homosexuality,5.11,4.05,4.0
honcho,5.0,3.05,5.27
hone,5.42,3.76,5.48
honest,8.16,4.0,6.7
honesty,7.43,3.32,6.81
honey,7.27,4.38,6.39
honeycomb,6.55,3.95,5.85
honeymoon,7.53,5.91,7.33
honk,4.95,3.96,5.47
honky,3.45,3.76,4.58
honor,6.9,4.63,6.9
honorable,7.68,4.78,6.58
honorary,6.42,3.9,6.55
hooch,4.19,4.36,4.68
hood,4.95,3.33,4.86
hoodlum,3.9,5.35,3.62
hoof,4.74,3.23,5.29
hook,4.0,4.0,5.68
hooker,3.42,4.91,4.36
hookup,5.78,4.81,4.77
hooky,4.4,4.24,4.56
hooligan,3.1,5.5,3.57
hoop,6.26,3.15,5.3
hoopla,5.23,5.19,5.33
hoot,6.0,4.91,5.32
hooter,4.7,3.96,5.0
hop,5.89,3.71,5.04
hope,7.48,5.29,6.78
hopeful,7.44,4.84,6.58
hopeless,2.2,4.52,2.84
horde,4.21,5.05,4.26
horizon,6.48,4.25,4.59
horizontal,5.86,4.25,4.45
hormonal,4.1,5.41,3.52
hormone,4.86,4.87,4.33
horn,5.0,4.22,5.68
horned,4.2,4.61,3.95
hornet,3.37,5.73,3.83
horny,6.84,6.28,4.53
horoscope,5.29,3.95,4.96
horrendous,2.58,5.81,3.68
horrible,2.33,5.95,5.16
horrid,2.68,6.0,3.67
horrific,2.2,6.0,4.15
horrifying,2.68,6.29,3.96
horror,3.38,6.13,3.49
horse,6.05,4.16,5.71
horseback,5.85,5.2,6.15
horseman,5.95,3.42,5.55
horsepower,5.57,4.52,6.0
horseradish,4.68,3.74,5.11
horseshit,2.95,4.17,5.0
horseshoe,4.91,4.15,6.04
horsey,5.52,4.48,5.08
hose,5.0,4.54,5.67
hospice,3.53,4.22,3.29
hospitable,7.0,3.62,6.24
hospital,3.52,5.07,3.93
hospitality,7.27,3.33,7.09
host,5.7,3.21,5.75
hostage,2.74,5.73,2.74
hostel,4.0,4.27,3.46
hostess,6.7,4.18,6.4
hostile,2.35,5.39,4.36
hostility,2.95,6.74,4.7
hot,5.73,4.76,5.0
hotdog,6.21,3.85,5.58
hotel,6.6,4.55,5.59
hothead,3.89,4.41,4.83
hotline,5.52,4.62,4.96
hotshot,4.38,3.83,5.39
hound,5.3,4.27,5.84
hour,5.05,3.38,6.25
hourglass,5.61,3.1,4.55
hourly,5.55,2.67,5.12
house,7.19,3.95,6.41
houseboat,6.15,5.75,5.69
houseboy,4.2,3.06,4.23
housebroken,5.65,4.23,6.55
houseguest,5.2,3.67,4.96
household,6.67,3.96,7.0
housekeeper,5.32,3.64,5.48
housekeeping,5.55,3.43,5.64
housewarming,6.26,4.23,6.13
housewife,5.42,3.73,5.86
housework,3.94,3.59,4.76
housing,5.85,2.73,6.12
hovel,3.82,3.69,4.83
hover,5.5,4.17,5.04
hovercraft,5.94,4.25,4.93
howl,5.29,5.6,5.28
hub,4.95,3.4,5.45
hubby,5.62,4.32,5.29
huckleberry,6.48,3.21,5.1
huddle,5.32,3.68,4.96
hue,6.26,3.4,4.56
huff,4.4,4.25,5.0
huffy,4.24,3.77,5.0
hug,8.23,4.85,6.8
huge,5.72,4.24,4.89
hugger,6.81,4.8,6.44
hulk,5.45,4.9,5.64
hull,5.05,2.67,4.91
human,6.45,3.62,5.71
humane,6.88,3.21,7.29
humanitarian,6.75,2.85,6.59
humanity,6.78,4.35,5.95
humankind,6.95,4.83,5.59
humanoid,4.52,3.89,4.59
humble,6.52,3.18,6.27
humbug,4.84,5.14,4.78
humdrum,4.24,2.64,3.81
humid,3.42,3.36,4.04
humidity,3.86,4.19,3.68
humiliate,2.6,5.05,3.96
humiliating,2.16,5.5,2.85
humiliation,2.27,5.43,3.26
humility,5.65,3.95,5.6
hummer,5.81,3.71,5.71
hummingbird,6.74,4.68,5.3
humongous,4.91,5.39,5.12
humor,7.75,5.11,6.75
humorous,7.81,5.33,6.8
hump,4.75,5.16,3.77
humpback,5.1,3.64,4.16
hunch,5.38,4.64,5.85
hunchback,3.7,3.89,2.95
hundred,6.5,3.7,5.67
hunger,3.2,4.8,3.18
hungry,3.54,5.6,4.59
hunk,5.55,4.83,6.11
hunky,4.9,4.57,5.2
hunt,3.84,5.1,5.3
hunting,4.75,3.71,5.76
huntress,4.61,4.16,5.48
hurdle,4.3,4.05,4.21
hurl,3.32,4.43,5.11
hurricane,3.16,5.75,2.98
hurry,4.32,5.62,4.56
hurt,2.45,4.72,3.73
hurtful,3.09,5.41,3.3
husband,7.41,4.38,5.72
hushed,5.21,3.76,3.82
husk,5.0,3.14,5.56
husky,5.29,3.71,5.04
hussy,4.4,6.05,4.27
hustle,4.52,5.74,4.95
hustler,4.26,5.65,4.91
hut,5.1,2.91,5.7
hyacinth,6.0,4.4,5.62
hybrid,5.47,3.81,5.4
hydrant,6.26,3.5,5.81
hydrate,5.74,3.5,6.57
hydraulic,5.05,4.11,4.81
hydraulics,4.5,3.82,5.32
hydrogen,5.04,3.83,5.29
hydroponics,5.42,4.09,5.52
hyena,4.64,4.63,4.71
hygiene,6.38,4.63,7.0
hygienic,5.91,3.86,7.14
hygienist,5.95,3.7,5.26
hymen,4.9,5.35,5.55
hymn,6.14,2.73,5.7
hype,5.41,5.9,5.48
hyper,5.11,5.52,5.05
hyperactive,4.47,6.6,4.48
hyperspace,5.42,4.64,5.27
hypertension,2.84,4.59,2.58
hyperventilate,2.88,5.86,3.2
hypnosis,5.72,4.1,3.08
hypnotic,5.25,3.73,3.94
hypnotist,5.1,3.83,3.39
hypnotize,5.7,5.05,4.67
hypochondriac,2.89,5.29,3.75
hypocrisy,2.62,3.96,4.35
hypocrite,3.25,4.77,4.85
hypocritical,3.17,4.5,4.81
hypodermic,2.9,4.78,4.58
hypothalamus,5.3,4.04,4.46
hypothermia,2.57,5.78,3.12
hypothesis,5.78,3.29,5.6
hypothetical,4.94,4.43,5.71
hysterectomy,2.95,5.22,3.57
hysteria,3.79,5.59,3.46
hysterical,4.58,6.33,5.13
ibuprofen,5.75,3.83,4.91
ice,6.06,3.3,4.89
iceberg,5.05,5.12,5.68
icebox,5.67,3.39,4.91
icebreaker,5.68,3.82,5.83
iced,5.75,4.0,5.18
icing,6.05,4.32,6.09
icky,3.53,4.36,3.83
icon,6.05,3.04,5.65
icy,5.73,5.47,5.33
id,5.5,2.94,5.36
idea,7.05,4.66,6.11
ideal,6.63,3.78,6.33
idealism,5.95,4.67,6.55
idealist,6.55,4.19,6.11
idealistic,6.5,4.15,5.68
identical,5.3,4.4,5.35
identification,5.76,4.45,5.94
identify,6.0,4.16,6.14
identity,5.84,4.4,6.31
ideology,5.52,3.96,4.88
idiocy,3.1,4.16,3.95
idiot,3.03,4.85,4.2
idiotic,3.24,4.56,5.2
idle,4.29,4.1,4.9
idol,5.4,4.38,6.76
idyllic,6.11,4.1,5.05
iffy,3.81,4.5,5.21
ignite,4.7,5.86,5.84
ignition,5.81,4.33,5.88
ignorance,2.84,3.76,3.88
ignorant,3.24,4.18,4.07
ignore,3.33,3.8,4.83
iguana,5.23,4.33,4.46
illegal,2.53,5.55,4.72
illegitimate,2.79,4.0,4.15
illicit,2.68,4.77,3.5
illiterate,3.53,4.42,3.88
illness,1.95,5.11,3.02
illogical,3.5,4.78,3.36
illuminate,6.58,5.74,6.53
illuminating,6.56,5.38,5.78
illumination,6.84,4.0,6.18
illusion,5.16,4.5,3.73
illustrate,6.24,3.78,5.73
illustration,6.37,4.0,6.26
illustrious,6.21,4.09,5.61
image,5.58,3.48,6.04
imagery,6.86,4.55,5.55
imaginable,6.85,3.0,6.19
imaginary,6.22,3.8,6.0
imagination,7.22,4.41,6.55
imaginative,6.65,5.18,7.05
imagine,7.2,4.46,6.92
imaging,5.95,4.9,5.61
imbalance,3.9,4.58,3.86
imbecile,3.0,5.17,3.12
imitate,5.44,3.95,5.04
imitation,4.54,4.46,4.5
immaculate,6.53,4.85,7.35
immaterial,4.68,3.08,5.21
immature,3.17,4.21,4.19
immediate,5.85,4.64,5.84
immense,5.48,5.85,4.62
immigrant,5.43,5.05,4.1
immigration,4.0,4.22,3.5
imminent,5.25,3.45,3.55
immobile,2.89,4.38,3.63
immoral,2.79,5.42,4.15
immorality,4.32,5.81,4.0
immortal,6.24,5.3,4.94
immortality,5.42,4.9,5.45
immune,6.38,4.5,6.17
immunity,6.14,3.67,5.47
impact,5.76,5.85,5.25
impair,3.26,3.9,4.12
impart,5.63,3.76,5.13
impartial,5.22,3.89,5.0
impatience,3.63,4.22,4.29
impatient,3.53,4.61,3.95
impeach,3.45,5.74,5.71
impeachment,3.08,4.16,4.46
impeccable,5.9,4.88,6.18
impede,3.95,4.7,4.58
impediment,4.5,4.85,4.56
impending,3.68,4.55,3.8
impenetrable,4.95,4.61,4.19
imperative,5.21,3.67,4.65
imperfect,4.1,5.05,4.48
imperial,4.5,4.67,4.79
imperialist,4.29,4.17,4.55
impersonal,3.85,4.21,4.79
impersonate,4.73,4.12,5.96
impersonation,5.5,4.39,5.14
impersonator,4.21,3.95,3.86
impertinence,4.37,3.35,5.6
impertinent,4.24,3.88,4.63
impervious,5.21,4.36,4.58
impetuous,4.55,4.39,4.77
implant,4.39,4.15,4.08
implement,5.05,3.82,6.95
implicate,4.48,4.35,4.38
implication,4.77,3.71,4.82
implore,4.47,4.57,4.61
implosion,3.32,5.82,3.46
imply,4.79,4.0,4.74
impolite,3.1,5.25,3.95
import,5.28,3.95,5.58
importance,6.39,4.15,5.8
important,6.82,4.71,6.39
impose,3.86,4.89,5.38
imposition,3.35,3.76,3.88
impossibility,3.67,3.83,3.67
impossible,3.5,4.52,3.5
impostor,3.47,4.6,4.35
impotence,3.1,4.61,3.77
impotent,2.95,3.71,3.95
impound,2.68,4.23,3.08
impoverished,2.43,4.64,3.3
impractical,3.77,4.53,4.43
impregnable,4.68,3.95,5.61
impregnate,4.5,6.21,5.08
impress,6.25,4.82,6.62
impressed,6.66,4.9,6.38
impression,6.0,3.86,5.43
impressionable,5.4,4.0,5.19
impressive,7.05,4.1,6.08
imprint,5.24,2.43,5.32
imprison,2.48,4.7,3.42
imprisonment,3.1,5.14,2.93
improbable,4.05,3.95,4.78
impromptu,5.81,4.45,5.05
improper,3.55,4.8,4.59
impropriety,3.84,3.27,3.68
improve,6.14,4.61,6.04
improvement,6.53,4.95,6.6
improvisation,5.52,4.62,6.25
improvise,5.78,4.15,5.88
impudence,4.85,3.95,4.59
impudent,4.58,3.8,4.35
impulse,5.16,5.33,4.74
impulsive,4.67,6.0,3.72
impure,3.68,4.38,5.3
inability,3.0,3.5,3.4
inaccessible,3.82,4.05,3.41
inaccurate,3.35,3.95,3.71
inactive,4.24,3.05,5.04
inadequate,2.57,4.3,3.71
inadmissible,3.57,4.19,3.21
inalienable,6.1,4.4,4.4
inane,4.32,3.3,5.0
inanimate,4.55,3.05,4.73
inappropriate,3.7,4.95,4.35
inaudible,3.61,3.33,4.26
inaugural,5.0,3.78,5.14
inbound,5.11,4.05,5.95
inbred,3.25,3.57,3.92
incantation,4.63,3.6,4.52
incapable,3.55,3.9,2.59
incarceration,2.05,5.26,3.39
incarnate,4.62,4.7,4.83
incense,5.79,3.95,4.45
incentive,7.05,4.61,6.7
inception,5.68,5.73,4.59
incessant,3.21,4.71,3.55
incest,2.16,4.36,3.53
inch,5.4,3.29,4.46
incident,4.2,5.65,5.05
incidental,5.19,3.27,5.5
incinerator,3.2,5.67,4.18
incision,2.95,4.9,4.05
incite,4.76,4.77,5.67
inclination,4.89,4.1,5.1
inclined,4.95,3.79,5.37
include,6.39,3.05,5.84
incoherent,3.81,2.96,4.05
income,6.26,3.82,6.36
incoming,5.62,4.15,4.81
incomparable,4.71,3.0,4.18
incompatible,3.2,3.61,3.46
incompetence,2.26,5.17,3.09
incompetent,2.77,4.5,2.81
incomplete,3.55,4.12,3.96
incomprehensible,3.48,5.0,3.72
inconceivable,5.05,4.41,4.47
inconclusive,3.79,4.05,4.2
inconsequential,3.74,3.15,4.4
inconsiderate,2.58,5.05,4.41
inconsistent,3.32,3.2,4.3
inconspicuous,5.05,3.55,5.67
inconvenience,3.05,6.26,3.6
inconvenient,2.73,4.83,3.79
incorporate,5.37,2.71,5.26
incorrect,3.09,3.62,4.62
incorrigible,4.0,4.78,4.12
increase,5.9,5.06,6.09
incredible,7.59,6.35,7.74
incriminate,2.84,5.95,3.75
incriminating,3.0,5.27,3.5
incubation,4.45,3.14,4.73
incubator,3.9,3.33,5.35
incumbent,4.05,3.19,4.21
incur,4.8,4.0,5.04
incurable,1.9,4.9,2.8
indebted,3.21,4.25,3.2
indecent,4.52,5.4,4.43
indecision,3.85,4.1,4.0
indecisive,3.52,4.81,3.62
indefinite,4.55,4.8,4.23
independence,7.53,5.27,7.1
independent,6.86,6.75,7.36
indescribable,5.05,5.7,5.21
indestructible,5.95,4.32,5.63
indicate,5.05,3.32,5.75
indication,5.0,3.83,6.06
